,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,esmf.csv,mule.csv,jsecurity.csv,delphilhlplib.csv,piccolo2d.csv,libopenmetaverse.csv,gbif-indexingtoolkit.csv,mptvseries.csv,vars-redux.csv
avifile.csv,0.48,0.02,0.0,0.43,0.34,0.58,0.26,0.69,0.17,0.65,0.29,0.38,0.37
delphilhlplib.csv,0.0,0.66,0.09,0.38,0.39,0.55,0.23,0.87,0.32,0.44,0.23,0.61,0.62
esmf.csv,0.14,0.98,0.0,0.48,0.46,0.33,0.25,0.67,0.33,0.53,0.34,0.55,0.54
gbif-indexingtoolkit.csv,0.16,0.96,0.02,0.46,0.3,0.66,0.3,0.37,0.18,0.54,0.41,0.6,0.36
jgameai.csv,0.26,0.11,0.0,0.52,0.27,0.16,0.07,0.0,0.0,0.31,0.16,0.51,0.21
jsecurity.csv,0.15,0.12,0.0,0.11,0.31,0.35,0.53,0.65,0.27,0.61,0.29,0.48,0.2
libopenmetaverse.csv,0.13,0.99,0.02,0.45,0.35,0.76,0.32,0.85,0.25,0.67,0.31,0.59,0.59
mptvseries.csv,0.12,0.33,0.07,0.17,0.31,0.51,0.35,0.0,0.47,0.51,0.32,0.68,0.59
mule.csv,0.14,0.18,0.13,0.1,0.39,0.72,0.14,0.61,0.22,0.5,0.2,0.19,0.5
piccolo2d.csv,0.07,0.1,0.06,0.23,0.26,0.43,0.22,0.74,0.47,0.41,0.23,0.3,0.58
vars-redux.csv,0.07,0.3,0.03,0.17,0.36,0.72,0.39,0.82,0.32,0.62,0.4,0.6,0.68
werx.csv,0.15,0.98,0.02,0.45,0.34,0.72,0.32,0.83,0.22,0.63,0.3,0.54,0.55
