,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.7,0.09,0.99,0.19,0.49,0.43
columba.csv,0.46,0.0,0.33,0.33,0.48,0.93
emftriple.csv,0.0,1.0,0.0,0.0,0.0,0.41
fluent-nhibernate.csv,0.44,0.16,0.35,0.97,0.23,0.28
gpsmid.csv,1.0,0.03,0.73,0.3,0.58,0.37
xamj.csv,0.67,0.1,0.67,0.29,0.95,0.41
