,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.82,0.79,0.06,0.81,0.73,0.77
columba.csv,0.37,0.17,0.17,0.26,0.19,0.0
emftriple.csv,0.03,0.0,0.0,0.0,0.0,0.82
fluent-nhibernate.csv,0.58,0.69,0.44,0.01,0.49,0.66
gpsmid.csv,0.0,0.39,0.5,0.41,0.29,0.17
xamj.csv,0.24,0.31,0.61,0.15,0.0,0.32
