,id,count_recall,count_precision,count_pf,cdom_score,bellwether
48,3,1,1,5,4,jaql.csv
46,4,1,3,4,3,fontforge.csv
53,5,1,11,17,19,modellus.csv
22,6,1,11,17,17,amateur-scrolls.csv
17,7,1,1,2,1,openmeetings.csv
28,8,3,3,4,4,bdbbasic.csv
15,9,8,8,14,19,rsyslog.csv
25,10,3,10,14,17,wxcrp.csv
16,11,6,7,7,10,sigil.csv
49,12,1,7,13,13,hydrogen.csv
52,13,1,4,8,7,zoolib.csv
54,14,2,2,6,7,bibedt.csv
47,15,1,2,5,5,silvertree.csv
19,16,3,2,3,4,ng4j.csv
24,17,1,8,20,19,alpine.csv
13,18,1,11,18,17,genoviz.csv
26,19,1,8,15,14,oscarmcmaster.csv
12,20,1,1,1,0,dataobjectsdotnet.csv
29,21,3,4,9,8,skia.csv
55,22,1,3,4,3,omseek.csv
45,24,2,4,7,7,reaper3d.csv
56,25,2,2,1,1,m-m-m.csv
27,26,1,2,5,4,panda3d.csv
14,27,1,2,5,6,haggle.csv
23,28,2,5,11,10,jpaul.csv
18,29,2,3,3,7,ofbiz.csv
36,30,2,8,17,15,foursquared.csv
4,32,1,2,2,1,bloodycore.csv
11,33,1,6,14,13,fluent-nhibernate.csv
10,34,2,9,14,14,gtad.csv
5,35,1,6,9,10,novembre.csv
37,37,1,10,17,15,lamp.csv
32,38,5,8,10,15,cascading.csv
38,39,2,6,11,11,hydrate.csv
50,40,1,4,8,7,javagroups.csv
43,41,2,2,8,9,trinitycore.csv
20,42,1,11,18,18,forester-atv.csv
31,43,1,8,15,15,xreal.csv
30,44,1,10,20,19,owfs.csv
21,45,3,4,7,11,mycila.csv
42,46,1,10,18,18,graphmak.csv
51,47,1,4,8,7,emisview.csv
44,48,1,1,4,4,autofac.csv
2,50,3,4,9,12,gwanted.csv
7,51,4,8,17,16,nh3d.csv
39,52,3,2,3,5,tango-cs.csv
35,53,2,3,3,3,thrust.csv
34,54,2,6,10,10,rhex.csv
40,55,1,11,14,13,rocrail.csv
6,56,1,3,3,4,tolven.csv
3,57,3,5,8,9,kftpgrabber.csv
8,58,1,3,6,4,opennms.csv
1,59,1,7,13,11,piccolo2d.csv
9,60,1,13,20,19,pixel-commandos.csv
0,61,1,5,7,6,voms.csv
33,62,1,6,6,7,img-browse-sort.csv
41,63,1,4,14,13,sepgsql.csv
