,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,1.0,1.0,0.61,1.0,0.49,1.0,1.0,0.91,0.93,1.0,0.41,1.0,0.85,0.92,0.58,1.0
codeblocks.csv,0.77,0.54,0.65,0.74,0.68,0.55,0.68,0.53,0.58,0.84,0.75,0.83,0.34,0.94,0.67,0.97
grisbi.csv,0.88,0.82,0.81,0.93,0.79,0.78,0.22,0.9,0.94,0.95,0.76,0.8,0.61,0.89,0.92,0.6
libmesh.csv,0.84,0.84,0.87,0.96,0.77,1.01,0.89,0.99,0.48,0.82,1.02,0.8,0.83,0.6,0.83,0.98
mesa3d.csv,0.72,0.72,0.69,0.52,0.91,0.62,0.7,0.67,0.81,0.85,0.68,0.67,0.55,0.85,0.68,0.54
panda3d.csv,0.96,0.72,0.61,0.88,0.75,0.76,0.64,0.98,0.93,0.62,0.85,0.48,0.83,0.94,0.69,0.83
proftp.csv,0.82,0.77,0.69,0.91,0.77,0.36,0.76,0.83,0.89,1.0,1.01,0.74,0.95,0.62,0.95,0.9
qmmp.csv,0.54,0.61,0.81,0.66,0.65,0.58,0.45,0.92,0.96,0.96,0.77,0.73,0.49,0.74,0.39,0.83
red5.csv,0.85,0.68,0.58,0.44,0.81,0.7,1.0,0.63,0.6,0.97,0.91,0.86,0.42,0.86,0.59,0.88
soar.csv,0.92,1.0,0.85,0.87,1.0,1.0,1.0,0.95,1.0,0.99,0.96,1.0,0.8,0.48,1.0,1.0
super-tux.csv,0.86,0.9,0.56,0.58,0.74,0.76,1.07,0.6,0.59,0.95,0.78,0.76,0.1,0.94,0.54,0.87
t-2.csv,0.73,0.82,0.69,0.8,0.84,0.92,1.01,0.4,0.47,1.0,0.65,0.82,0.61,0.83,0.76,0.71
tart.csv,0.75,0.81,0.68,0.76,0.52,0.84,0.5,0.79,0.82,0.92,0.34,0.71,0.61,0.95,0.65,0.9
tcvp.csv,0.95,0.89,1.0,0.95,1.0,1.0,1.0,0.94,1.0,0.31,1.01,1.0,0.99,1.0,1.0,1.0
utgb.csv,0.97,0.65,0.39,0.75,0.6,0.57,0.61,0.96,0.88,0.69,0.71,0.62,0.54,0.78,0.67,0.65
xbrlapi.csv,0.47,0.98,0.93,0.83,0.75,0.77,0.56,0.65,0.82,1.0,0.83,0.85,1.02,0.71,0.8,0.99
