,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.0,0.0,0.54,0.0,0.5,0.0,0.0,0.08,0.12,0.0,0.2,0.0,0.27,0.46,0.56,0.0
codeblocks.csv,0.59,0.79,0.49,0.4,0.33,0.61,0.72,0.34,0.58,0.17,0.11,0.36,0.83,0.12,0.46,0.05
grisbi.csv,0.65,0.76,0.7,0.74,0.37,0.66,0.89,0.21,0.53,0.2,0.13,0.48,0.92,0.54,0.65,0.42
libmesh.csv,0.26,0.32,0.22,0.08,0.24,0.05,0.67,0.02,0.59,0.13,0.0,0.3,0.58,0.57,0.35,0.04
mesa3d.csv,0.43,0.72,0.46,0.68,0.12,0.65,0.47,0.23,0.36,0.22,0.12,0.4,0.76,0.52,0.59,0.41
panda3d.csv,0.08,0.48,0.53,0.26,0.25,0.47,0.61,0.03,0.12,0.24,0.06,0.54,0.58,0.57,0.45,0.2
proftp.csv,0.3,0.37,0.46,0.16,0.29,0.72,0.39,0.16,0.23,0.0,0.0,0.33,0.1,0.54,0.09,0.17
qmmp.csv,0.61,0.57,0.44,0.72,0.33,0.54,0.81,0.21,0.51,0.16,0.09,0.34,0.83,0.52,0.72,0.3
red5.csv,0.58,0.78,0.68,0.74,0.29,0.62,0.68,0.26,0.58,0.16,0.11,0.42,0.93,0.58,0.61,0.35
soar.csv,0.62,0.85,0.6,0.73,0.34,0.62,0.9,0.18,0.53,0.2,0.11,0.47,0.96,0.69,0.66,0.35
super-tux.csv,0.38,0.82,0.63,0.61,0.34,0.67,0.68,0.27,0.56,0.2,0.11,0.45,0.95,0.11,0.65,0.33
t-2.csv,0.46,0.79,0.45,0.32,0.29,0.18,0.83,0.45,0.6,0.2,0.12,0.31,0.91,0.5,0.52,0.29
tart.csv,0.38,0.31,0.67,0.56,0.42,0.66,0.92,0.17,0.38,0.21,0.24,0.37,0.59,0.55,0.53,0.14
tcvp.csv,0.09,0.21,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.44,0.0,0.0,0.02,0.0,0.0,0.0
utgb.csv,0.08,0.57,0.73,0.39,0.37,0.61,0.56,0.06,0.21,0.19,0.1,0.44,0.63,0.53,0.46,0.33
xbrlapi.csv,0.68,0.05,0.45,0.62,0.26,0.37,0.61,0.23,0.28,0.0,0.08,0.22,0.0,0.68,0.32,0.03
