,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.35,0.15,0.06,0.44,0.36,0.56,0.04,0.08,0.0,0.27,0.44,0.08,0.03,0.38
crux-framework.csv,0.31,0.32,0.17,0.38,0.07,0.3,0.55,0.3,0.34,0.31,0.46,0.37,0.35,0.12
etherboot.csv,0.21,0.29,0.0,0.05,0.46,0.3,0.0,0.44,0.54,0.33,0.14,0.0,0.05,0.63
freebios.csv,0.31,0.16,0.05,0.54,0.31,0.15,0.79,0.47,0.42,0.24,0.57,0.27,0.07,0.36
gebr.csv,0.46,0.26,0.04,0.7,0.39,0.5,0.52,0.79,0.46,0.31,0.87,0.75,0.06,0.65
gnukeda.csv,0.48,0.28,0.04,0.75,0.46,0.5,0.41,0.59,0.49,0.18,0.85,0.37,0.05,0.59
google-gears.csv,0.56,0.25,0.09,0.49,0.43,0.48,0.59,0.81,0.44,0.35,0.78,0.75,0.09,0.64
gstreamer.csv,0.5,0.21,0.04,0.61,0.4,0.49,0.45,0.63,0.42,0.32,0.76,0.73,0.06,0.64
jnode.csv,0.11,0.23,0.27,0.44,0.06,0.0,0.33,0.51,0.11,0.21,0.23,0.09,0.0,0.07
metacosm.csv,0.38,0.26,0.09,0.58,0.14,0.45,0.14,0.66,0.42,0.32,0.48,0.4,0.07,0.74
openmeetings.csv,0.54,0.62,0.11,0.31,0.44,0.49,0.08,0.57,0.45,0.34,0.46,0.53,0.12,0.52
pgui.csv,0.38,0.36,0.0,0.52,0.46,0.4,0.3,0.69,0.54,0.27,0.74,0.0,0.06,0.64
tradelink.csv,0.3,0.21,0.07,0.49,0.36,0.4,0.52,0.72,0.42,0.46,0.42,0.68,0.05,0.6
wxcrp.csv,0.51,0.24,0.08,0.59,0.42,0.49,0.52,0.81,0.42,0.44,0.72,0.71,0.05,0.61
