,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.38,0.74,0.33,0.11,0.06,0.55,0.79,0.53,0.05,0.7,0.34,0.0,0.46,0.04,0.3,0.06,0.57,0.0,0.33,0.13
autofac.csv,0.66,0.1,0.74,0.56,0.36,0.61,0.39,0.58,0.42,0.61,0.55,0.64,0.52,0.52,0.4,0.61,0.63,0.58,0.62,0.67
azureus.csv,0.57,0.49,0.54,0.51,0.64,0.74,0.42,0.74,0.49,0.73,0.65,0.0,0.54,0.53,0.48,0.53,0.45,0.52,0.65,0.24
coot.csv,0.32,0.0,0.39,0.51,0.56,0.38,0.43,0.58,0.38,0.53,0.28,0.41,0.0,0.47,0.51,0.7,0.39,0.52,0.32,0.55
cuberok.csv,0.31,0.39,0.6,0.6,0.65,0.6,0.43,0.76,0.59,0.52,0.46,0.71,0.41,0.47,0.77,0.35,0.3,0.42,0.62,0.65
dsworkbench.csv,0.0,0.79,0.17,0.14,0.27,0.48,0.32,0.0,0.31,0.14,0.17,0.0,0.0,0.25,0.0,0.1,0.37,0.25,0.18,0.1
gabel.csv,0.48,0.61,0.5,0.39,0.21,0.44,0.61,0.86,0.44,0.35,0.33,0.0,0.15,0.21,0.13,0.06,0.68,0.04,0.44,0.23
gephex.csv,0.56,0.0,0.57,0.43,0.5,0.59,0.0,0.38,0.13,0.47,0.47,0.0,0.52,0.68,0.43,0.37,0.4,0.21,0.33,0.43
haggle.csv,0.41,0.26,0.09,0.66,0.0,0.41,0.0,0.29,0.02,0.34,0.17,0.0,0.46,0.35,0.3,0.06,0.67,0.17,0.18,0.11
icescrum.csv,0.46,0.58,0.25,0.4,0.53,0.53,0.65,0.53,0.41,0.43,0.59,0.0,0.33,0.42,0.28,0.48,0.83,0.32,0.52,0.51
javaprofiler.csv,0.5,0.6,0.59,0.63,0.45,0.61,0.63,0.67,0.55,0.62,0.54,0.91,0.39,0.54,0.34,0.29,0.63,0.51,0.7,0.73
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.65,0.33,0.56,0.55,0.55,0.7,0.5,0.59,0.46,0.63,0.58,0.0,0.66,0.49,0.52,0.6,0.31,0.44,0.74,0.42
octet.csv,0.21,0.47,0.46,0.44,0.5,0.6,0.75,0.42,0.42,0.44,0.73,0.0,0.15,0.54,0.39,0.47,0.6,0.53,0.73,0.31
openefm.csv,0.72,0.5,0.36,0.42,0.48,0.62,0.48,0.75,0.44,0.56,0.0,0.95,0.28,0.39,0.17,0.35,0.65,0.25,0.13,0.34
rcp-company-uibindings.csv,0.34,0.67,0.48,0.55,0.56,0.55,0.43,0.53,0.49,0.58,0.45,0.0,0.51,0.52,0.31,0.62,0.57,0.52,0.88,0.2
servicestack.csv,0.15,0.25,0.36,0.18,0.0,0.24,0.24,0.0,0.0,0.13,0.17,0.0,0.77,0.0,0.07,0.0,0.25,0.0,0.11,0.01
synecdoche.csv,0.61,0.58,0.63,0.09,0.0,0.54,0.48,0.51,0.42,0.54,0.43,0.0,0.4,0.49,0.55,0.52,0.53,0.58,0.45,0.31
tmva.csv,0.0,0.24,0.13,0.0,0.44,0.3,0.36,0.09,0.76,0.05,0.24,0.0,0.0,0.48,0.57,0.28,0.38,0.25,0.0,0.35
wsmt.csv,0.28,0.31,0.46,0.13,0.11,0.15,0.1,0.14,0.02,0.11,0.48,0.61,0.42,0.07,0.79,0.1,0.06,0.04,0.58,0.56
