,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.43,0.82,0.42,0.17,0.09,0.24,0.67,0.2,0.07,0.49,0.29,0.0,0.45,0.05,0.32,0.08,0.49,0.0,0.45,0.19
autofac.csv,0.52,0.15,0.76,0.62,0.36,0.32,0.3,0.16,0.51,0.4,0.21,0.08,0.55,0.58,0.52,0.62,0.54,0.51,0.74,0.74
azureus.csv,0.46,0.68,0.52,0.57,0.55,0.35,0.3,0.22,0.59,0.63,0.26,0.0,0.39,0.58,0.51,0.57,0.52,0.58,0.82,0.32
coot.csv,0.24,0.0,0.45,0.57,0.48,0.16,0.31,0.15,0.48,0.38,0.17,0.06,0.0,0.54,0.62,0.71,0.34,0.46,0.8,0.71
cuberok.csv,0.45,0.58,0.58,0.68,0.6,0.26,0.36,0.23,0.69,0.35,0.21,0.08,0.29,0.53,0.77,0.37,0.3,0.42,0.78,0.72
dsworkbench.csv,0.0,0.85,0.23,0.2,0.3,0.28,0.32,0.0,0.4,0.16,0.25,0.0,0.0,0.33,0.0,0.12,0.46,0.26,0.27,0.14
gabel.csv,0.43,0.71,0.58,0.47,0.25,0.25,0.47,0.39,0.55,0.37,0.17,0.0,0.19,0.28,0.17,0.09,0.57,0.06,0.56,0.3
gephex.csv,0.5,0.86,0.63,0.71,0.44,0.31,0.46,0.13,0.84,0.44,0.19,0.0,0.43,0.73,0.52,0.67,0.55,0.57,0.84,0.58
haggle.csv,0.44,0.34,0.12,0.71,0.0,0.4,0.0,0.13,0.05,0.26,0.18,0.0,0.48,0.41,0.35,0.08,0.57,0.22,0.27,0.17
icescrum.csv,0.44,0.68,0.32,0.49,0.49,0.26,0.53,0.2,0.5,0.4,0.29,0.0,0.34,0.49,0.33,0.51,0.78,0.31,0.64,0.59
javaprofiler.csv,0.45,0.74,0.58,0.7,0.43,0.29,0.51,0.18,0.65,0.42,0.21,0.15,0.36,0.61,0.37,0.33,0.54,0.45,0.92,0.79
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.06,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.52,0.42,0.62,0.62,0.47,0.48,0.4,0.16,0.56,0.51,0.28,0.0,0.47,0.6,0.67,0.62,0.48,0.39,0.87,0.52
octet.csv,0.25,0.56,0.51,0.5,0.45,0.31,0.57,0.15,0.51,0.33,0.5,0.0,0.19,0.59,0.41,0.49,0.54,0.48,0.84,0.37
openefm.csv,0.61,0.6,0.42,0.49,0.45,0.28,0.47,0.31,0.53,0.44,0.0,0.24,0.36,0.47,0.22,0.38,0.56,0.29,0.19,0.4
rcp-company-uibindings.csv,0.34,0.81,0.49,0.61,0.48,0.26,0.36,0.19,0.58,0.42,0.19,0.0,0.42,0.59,0.33,0.62,0.56,0.46,0.93,0.28
servicestack.csv,0.18,0.33,0.42,0.25,0.0,0.27,0.25,0.0,0.0,0.16,0.22,0.0,0.68,0.0,0.11,0.0,0.31,0.0,0.16,0.03
synecdoche.csv,0.48,0.71,0.6,0.12,0.56,0.23,0.42,0.15,0.51,0.41,0.15,0.0,0.26,0.56,0.58,0.56,0.49,0.58,0.58,0.37
tmva.csv,0.5,0.83,0.61,0.78,0.41,0.27,0.49,0.15,0.83,0.4,0.23,0.0,0.42,0.55,0.61,0.31,0.51,0.32,0.98,0.69
wsmt.csv,0.33,0.4,0.44,0.18,0.15,0.16,0.11,0.05,0.05,0.1,0.38,0.07,0.28,0.1,0.82,0.13,0.08,0.06,0.74,0.63
