,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.67,0.43,0.72,0.91,0.95,0.72,0.33,0.59,0.97,0.64,0.72,1.01,0.61,0.97,1.0,0.96,0.73,1.0,0.77,0.9
autofac.csv,0.59,0.92,0.31,0.61,0.74,0.54,0.78,0.65,0.7,0.67,0.68,0.74,0.54,0.73,0.92,0.67,0.59,0.7,0.45,0.5
azureus.csv,0.63,0.83,0.73,0.64,0.63,0.56,0.86,0.56,0.62,0.35,0.58,1.12,0.64,0.69,0.81,0.57,0.86,0.82,0.58,0.8
coot.csv,0.92,1.0,0.67,0.66,0.68,0.84,0.84,0.74,0.71,0.8,0.96,0.88,1.01,0.77,0.81,0.45,0.79,0.73,0.95,0.77
cuberok.csv,0.93,0.94,0.68,0.68,0.48,0.68,0.7,0.52,0.65,0.71,0.67,0.67,0.91,0.77,0.54,0.82,0.79,0.69,0.61,0.5
dsworkbench.csv,1.0,0.32,0.86,0.89,0.79,0.64,0.75,1.0,0.75,0.89,0.86,1.0,1.0,0.79,1.0,0.94,0.68,0.83,0.85,0.92
gabel.csv,0.64,0.62,0.56,0.7,0.84,0.67,0.59,0.26,0.63,0.71,0.77,1.0,0.88,0.84,0.92,0.96,0.57,0.97,0.62,0.82
gephex.csv,0.78,1.0,0.77,0.87,0.7,0.78,1.0,0.9,0.97,0.85,0.85,1.19,0.81,0.48,0.89,0.9,0.88,0.95,0.93,0.89
haggle.csv,0.65,0.8,0.93,0.53,1.0,0.64,1.0,0.78,0.98,0.78,0.86,1.01,0.6,0.77,0.78,0.97,0.63,0.86,0.85,0.91
icescrum.csv,0.63,0.5,0.8,0.68,0.61,0.64,0.49,0.59,0.69,0.65,0.54,1.0,0.72,0.71,1.06,0.64,0.25,0.8,0.56,0.6
javaprofiler.csv,0.83,0.69,0.57,0.65,0.67,0.61,0.73,0.67,0.66,0.62,0.7,0.33,0.68,0.73,0.83,0.8,0.59,0.79,0.61,0.34
jchassis.csv,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.97,1.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jgnash.csv,0.63,0.79,0.78,0.57,0.7,0.38,0.65,0.64,0.73,0.48,0.56,1.04,0.56,0.83,0.81,0.55,0.93,0.8,0.46,0.64
octet.csv,0.83,0.67,0.86,0.76,0.83,0.57,0.51,0.7,0.72,0.69,0.33,1.04,0.88,0.66,0.82,0.68,0.72,0.65,0.4,0.82
openefm.csv,0.43,0.71,0.71,0.69,0.64,0.72,0.59,0.37,0.68,0.56,1.0,0.2,0.77,0.68,0.88,0.79,0.66,0.81,0.9,0.85
rcp-company-uibindings.csv,0.73,0.65,0.64,0.58,0.68,0.65,0.69,0.6,0.6,0.58,0.7,1.0,0.6,0.72,0.89,0.6,0.52,0.69,0.14,0.83
servicestack.csv,0.89,0.84,0.71,0.85,1.0,0.8,0.82,1.0,1.0,0.9,0.86,1.0,0.29,1.0,0.94,1.0,0.8,1.0,0.91,0.99
synecdoche.csv,0.67,0.71,0.57,0.94,1.0,0.73,0.63,0.66,0.66,0.59,0.82,1.05,0.86,0.62,0.61,0.58,0.79,0.51,0.66,0.88
tmva.csv,1.0,0.94,0.97,1.0,0.7,0.92,0.9,0.98,0.38,0.99,0.94,1.25,1.0,0.74,0.74,0.84,0.89,0.79,1.0,0.92
wsmt.csv,0.77,0.81,0.8,0.9,0.91,0.88,0.93,0.94,0.98,0.94,0.58,0.76,0.87,0.95,0.26,0.93,0.97,0.97,0.64,0.6
