,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.33,0.45,0.33,0.56,0.37,0.43,0.3,0.39,0.36,0.4
freedom-erp.csv,0.0,0.75,0.83,0.67,0.91,0.73,0.41,0.5,0.5,0.0
jahshaka.csv,0.93,0.89,0.8,0.56,0.4,0.5,0.96,0.88,0.68,0.53
jmoney.csv,0.73,0.7,0.56,0.92,0.5,0.45,0.45,0.83,0.75,0.93
reaper3d.csv,0.96,0.0,0.77,0.83,0.9,0.94,0.68,0.0,0.0,0.88
sblim.csv,0.93,0.67,0.93,0.82,0.91,0.86,0.92,0.75,0.9,0.0
swtfox.csv,0.5,0.73,0.59,0.51,0.7,0.83,0.97,0.43,0.43,0.63
tart.csv,0.96,0.0,0.92,0.87,0.67,0.93,0.97,0.0,0.8,0.94
