,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.75,0.83,0.67,0.92,0.71,0.78,0.85,0.76,0.86,0.9,0.89,0.75,0.73,0.66,0.35,0.9,0.84
apertium.csv,0.6,0.73,0.76,0.7,0.6,0.73,0.66,0.95,0.8,0.46,0.37,0.94,0.83,0.75,0.91,1.0,0.67
beast-mcmc.csv,0.34,0.59,0.83,0.54,0.68,0.64,0.64,0.8,0.66,0.5,0.85,0.85,0.57,0.83,0.6,0.69,0.76
cuberok.csv,0.57,0.67,0.82,0.66,0.78,0.78,0.72,0.44,0.57,0.68,0.66,0.96,0.84,0.78,0.62,0.98,0.73
icescrum.csv,0.41,0.58,0.65,0.64,0.51,0.74,0.56,0.61,0.63,0.42,0.52,0.77,0.57,0.6,0.7,0.82,0.29
ingex.csv,0.67,0.7,0.77,0.7,0.56,0.68,0.74,0.67,0.63,0.82,0.73,0.7,0.5,0.89,0.62,0.8,0.59
jbasic.csv,0.67,0.62,0.92,0.67,0.69,0.71,0.75,0.73,0.69,0.44,0.9,0.67,0.77,1.01,0.66,0.91,0.83
jgnash.csv,0.63,0.56,0.66,0.45,0.65,0.68,0.64,0.8,0.38,0.8,0.73,0.66,0.68,0.67,0.67,0.85,0.91
jrefactory.csv,0.87,0.92,0.5,0.92,0.86,0.83,0.81,0.88,0.85,0.88,0.99,0.77,0.79,0.74,0.71,0.71,0.73
jsecurity.csv,0.68,0.51,0.88,0.38,0.86,0.69,0.66,0.84,0.62,0.8,0.83,0.7,0.65,0.79,0.79,0.88,0.8
libopenmetaverse.csv,1.0,0.99,0.97,1.0,0.92,0.51,1.0,0.91,0.99,1.0,0.67,0.82,0.89,0.95,0.72,0.81,0.97
mobicents.csv,0.53,0.63,0.75,0.58,0.47,0.98,0.46,0.86,0.51,0.73,0.51,0.79,0.91,0.9,0.88,0.95,0.83
opendvr.csv,0.5,0.61,0.88,0.56,0.55,1.0,0.54,0.63,0.64,0.53,0.67,0.76,0.72,1.0,0.77,0.42,0.51
openefm.csv,0.56,0.45,0.79,0.66,0.84,0.79,0.7,0.63,0.58,0.84,0.51,0.85,0.67,0.87,0.69,0.76,0.58
power-architect.csv,0.71,0.64,0.89,0.59,0.67,0.95,0.77,0.89,0.77,0.74,0.95,1.0,0.9,0.23,1.0,1.0,1.0
sidekar.csv,1.0,0.57,1.0,1.0,0.3,1.0,1.0,0.68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yarp0.csv,0.89,0.66,0.74,0.66,0.63,0.78,0.66,0.82,0.92,0.93,0.35,0.46,0.63,0.96,0.88,0.81,0.84
