,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.25,0.3,0.62,0.15,0.63,0.46,0.49,0.39,0.11,0.46,0.33,0.28,0.4,0.82,0.67,0.27,0.6
apertium.csv,0.33,0.56,0.61,0.36,0.71,0.52,0.59,1.0,0.12,0.65,0.53,0.2,0.62,0.77,0.33,0.0,0.4
beast-mcmc.csv,0.56,0.4,0.55,0.27,0.65,0.55,0.57,0.36,0.18,0.63,0.29,0.27,0.46,0.78,0.45,0.31,0.41
cuberok.csv,0.38,0.37,0.48,0.22,0.63,0.51,0.5,0.57,0.2,0.57,0.35,0.21,0.28,0.76,0.5,0.3,0.36
icescrum.csv,0.47,0.43,0.69,0.27,0.85,0.55,0.62,0.48,0.17,0.69,0.42,0.36,0.46,0.89,0.44,0.26,0.78
ingex.csv,0.3,0.38,0.62,0.19,0.73,0.53,0.53,0.41,0.18,0.52,0.5,0.33,0.55,0.7,0.57,0.31,0.46
jbasic.csv,0.33,0.39,0.48,0.21,0.69,0.52,0.54,0.39,0.18,0.66,0.32,0.32,0.38,0.77,0.42,0.29,0.38
jgnash.csv,0.32,0.43,0.62,0.32,0.68,0.53,0.56,0.35,0.35,0.65,0.33,0.32,0.4,0.87,0.42,0.24,0.37
jrefactory.csv,0.23,0.28,0.7,0.15,0.53,0.44,0.43,0.33,0.11,0.44,0.25,0.33,0.38,0.81,0.38,0.29,0.37
jsecurity.csv,0.38,0.63,0.42,0.4,0.75,0.52,0.68,0.29,0.18,0.72,0.29,0.5,0.46,0.86,0.56,0.25,0.57
libopenmetaverse.csv,0.27,0.33,0.58,0.19,0.65,0.68,0.51,0.33,0.15,0.49,0.38,0.33,0.37,0.77,0.42,0.24,0.38
mobicents.csv,0.38,0.39,0.55,0.34,0.86,0.45,0.69,0.4,0.23,0.56,0.42,0.33,0.37,0.76,0.34,0.29,0.38
opendvr.csv,0.39,0.4,0.46,0.33,0.73,0.49,0.63,0.53,0.19,0.62,0.37,0.29,0.39,0.79,0.34,0.48,0.55
openefm.csv,0.36,0.51,0.52,0.21,1.0,0.62,0.53,0.48,0.21,0.71,0.48,0.25,0.48,1.0,0.52,0.28,0.47
power-architect.csv,0.3,0.41,0.54,0.27,0.66,0.5,0.54,0.4,0.14,0.53,0.3,0.3,0.38,0.98,0.38,0.29,0.37
sidekar.csv,0.0,0.5,0.0,0.0,0.9,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0
yarp0.csv,0.22,0.36,0.56,0.22,0.67,0.5,0.59,0.33,0.17,0.45,0.54,0.5,0.43,0.72,0.3,0.24,0.28
