,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,1.0,0.64,0.56,1.0,0.88,0.48,0.73,1.0,0.79,0.96
fontforge.csv,0.97,0.84,1.0,1.0,0.99,0.64,0.96,0.32,0.98,0.97
hatari.csv,0.64,0.46,0.44,0.79,0.8,0.61,0.87,0.94,0.9,0.76
jcl.csv,0.59,0.6,0.6,0.73,0.51,0.6,0.79,0.71,0.43,0.7
ltp.csv,0.7,0.69,0.87,0.78,0.53,0.69,1.32,0.75,0.81,0.67
net-snmp.csv,0.6,0.61,0.58,0.84,0.65,0.77,0.6,0.82,0.98,0.74
opde.csv,1.0,0.63,1.0,0.54,1.0,0.66,0.46,0.5,0.94,0.81
powerfolder-.csv,0.64,0.38,0.52,0.8,0.92,0.8,0.31,0.77,0.62,0.83
quantlib.csv,1.0,1.0,0.97,1.0,1.0,0.97,1.0,1.0,1.0,0.44
