,apolloplayer.csv,utgb.csv,pcgen.csv,emulemorph.csv,continuum-ide.csv,azureus.csv,stemkit.csv,factor.csv,columba.csv
apolloplayer.csv,0.54,0.61,0.48,0.14,0.54,0.52,0.16,0.08,0.43
azureus.csv,0.4,0.69,0.66,0.14,0.52,0.66,0.13,0.33,0.5
columba.csv,0.39,0.57,0.55,0.2,0.52,0.51,0.22,0.77,0.56
continuum-ide.csv,0.21,0.2,0.33,0.06,0.72,0.15,0.09,0.05,0.2
emulemorph.csv,0.0,0.11,0.04,0.23,0.29,0.03,0.16,0.09,0.12
factor.csv,0.0,0.05,0.12,0.0,0.0,0.31,0.0,0.93,0.0
pcgen.csv,0.39,0.68,0.7,0.08,0.4,0.48,0.15,0.82,0.4
stemkit.csv,0.32,0.45,0.53,0.15,0.36,0.24,0.37,0.29,0.26
utgb.csv,0.39,0.72,0.22,0.06,0.0,0.32,0.29,0.3,0.35
