,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.87,0.77,0.67,0.57,0.43,0.68,1.04
encog-java.csv,0.38,0.95,1.0,0.7,0.79,0.86,1.0
h2database.csv,0.49,0.37,0.89,0.47,0.75,0.78,0.85
haphazard.csv,0.81,0.92,0.55,0.8,0.78,0.46,0.83
jaql.csv,0.57,0.58,0.66,0.42,0.62,0.77,0.77
raven-monitoring.csv,0.66,0.74,0.41,0.7,0.95,0.6,0.79
v8.csv,0.96,0.61,0.87,0.86,0.96,0.78,0.23
