,f1,g,recall,precision,pf,wins
auber.csv,0.62,0.64,0.79,0.58,0.56,7
delphilhlplib.csv,0.57,0.55,0.55,0.71,0.28,10
exordium.csv,0.61,0.62,0.63,0.71,0.31,15
fltk.csv,0.61,0.57,0.56,0.69,0.32,12
genoviz.csv,0.3,0.22,0.18,0.82,0.04,2
gzigzag.csv,0.41,0.37,0.33,0.68,0.18,3
irrlicht.csv,0.71,0.0,1.0,0.55,1.0,1
moast.csv,0.34,0.29,0.26,0.43,0.38,0
mptvseries.csv,0.53,0.54,0.49,0.72,0.17,13
openfrag.csv,0.72,0.65,0.74,0.68,0.44,16
qse.csv,0.61,0.62,0.64,0.66,0.44,8
sauerbraten.csv,0.6,0.43,0.9,0.54,0.78,4
toped.csv,0.65,0.47,0.87,0.59,0.81,5
truevision.csv,0.6,0.59,0.6,0.7,0.4,9
uwom.csv,0.51,0.58,0.55,0.71,0.24,11
zoolib.csv,0.57,0.58,0.6,0.78,0.31,14
zxing.csv,0.5,0.47,0.55,0.61,0.33,6
