,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.86,0.73,0.0,0.86,1.02,0.98,0.62,0.65,1.01,0.88,0.78
cubefs.csv,0.87,0.82,0.54,0.62,1.0,0.68,0.81,0.03,0.83,0.63,0.79
iaml.csv,0.62,0.58,0.53,0.72,0.41,0.74,0.03,0.75,1.05,0.61,0.63
ivataopenportal.csv,0.78,0.71,1.0,0.71,1.01,0.02,0.75,0.81,1.01,0.7,0.91
mb-unit.csv,0.84,0.63,0.91,0.08,0.84,0.79,0.74,0.69,0.73,0.69,0.89
mvdsv.csv,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
nova.csv,0.6,0.08,0.55,0.66,1.03,0.72,0.65,0.69,1.12,0.94,0.62
olex2.csv,0.61,0.62,0.57,0.66,1.01,0.81,0.82,0.74,1.06,0.76,0.1
openwbem.csv,0.05,0.65,0.7,0.84,0.7,0.7,0.77,0.86,0.73,0.78,0.62
xcmetadataservicestoolkit.csv,0.66,0.79,0.87,0.59,0.83,0.8,0.7,0.68,1.19,0.0,0.7
