,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.18,0.57,1.0,0.18,0.0,0.02,0.48,0.43,0.0,0.15,0.34
cubefs.csv,0.41,0.52,0.72,0.59,0.0,0.57,0.51,0.99,0.51,0.67,0.56
iaml.csv,0.55,0.61,0.7,0.36,0.88,0.43,0.97,0.41,0.0,0.49,0.48
ivataopenportal.csv,0.33,0.58,0.0,0.53,0.0,0.98,0.43,0.47,0.0,0.39,0.23
mb-unit.csv,0.48,0.55,0.33,0.98,0.35,0.54,0.59,0.46,0.65,0.58,0.4
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nova.csv,0.63,0.93,0.55,0.46,0.0,0.43,0.47,0.52,0.0,0.38,0.52
olex2.csv,0.52,0.43,0.52,0.54,0.0,0.27,0.29,0.39,0.0,0.38,0.92
openwbem.csv,0.96,0.49,0.59,0.48,0.58,0.55,0.53,0.47,0.65,0.52,0.56
xcmetadataservicestoolkit.csv,0.63,0.55,0.45,0.52,0.51,0.51,0.52,0.39,0.0,1.0,0.56
