,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.99,0.45,0.86,0.99,0.92,0.67,0.82,0.77,0.9,0.83,0.72
cubefs.csv,0.52,0.49,0.46,0.43,0.38,0.43,0.43,0.49,0.4,0.34,0.35
iaml.csv,0.53,0.44,0.49,0.65,0.44,0.74,0.58,0.63,0.61,0.68,0.61
ivataopenportal.csv,0.76,0.54,0.0,0.53,0.88,0.56,0.71,0.48,0.86,0.78,0.79
mb-unit.csv,0.56,0.58,0.43,0.44,0.47,0.42,0.44,0.67,0.43,0.43,0.38
mvdsv.csv,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
nova.csv,0.57,0.75,0.58,0.61,0.81,0.69,0.63,0.56,0.53,0.47,0.57
olex2.csv,0.61,0.75,0.61,0.5,0.88,0.68,0.57,0.46,0.55,0.5,0.54
openwbem.csv,0.63,0.73,0.57,0.44,0.56,0.52,0.56,0.46,0.41,0.47,0.56
xcmetadataservicestoolkit.csv,0.52,0.44,0.56,0.63,0.4,0.49,0.52,0.9,0.45,0.4,0.46
