,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.57,0.76,0.05,0.93,0.45,0.5
jruby.csv,0.52,0.4,0.86,0.14,0.26,0.71
pdfedit.csv,0.24,0.48,0.66,0.79,0.39,0.44
rectracker.csv,1.0,0.76,0.88,0.93,0.65,0.98
wxlua.csv,0.26,0.48,0.48,0.67,0.93,0.21
x4x.csv,0.74,0.84,0.23,0.7,0.17,0.94
