,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.93,0.51,0.68,0.8,0.59,0.4,0.59,0.4,0.34,0.54,0.61
bscwweasel.csv,0.67,0.86,0.53,0.7,0.39,0.59,0.58,0.58,0.83,0.45,0.5
capcode.csv,0.75,0.41,0.49,0.49,0.54,0.71,0.67,0.81,0.48,0.58,0.53
lamp.csv,0.92,0.62,0.91,0.49,0.36,0.38,0.39,0.58,0.38,0.36,0.45
nodal.csv,0.5,0.94,0.62,0.64,0.5,0.57,0.8,0.95,0.71,0.34,0.51
pydev.csv,0.3,0.63,0.74,0.53,0.38,0.45,0.6,0.41,0.59,0.47,0.46
retromenu.csv,0.55,0.44,0.51,0.74,0.42,0.45,0.87,0.88,0.78,0.8,0.92
smbopensoft.csv,0.4,0.39,0.51,0.69,0.54,0.95,0.57,0.72,0.95,0.54,0.56
stuproa-cims.csv,0.0,0.0,0.8,0.94,0.44,0.5,0.5,0.83,0.71,0.54,0.45
thout.csv,0.77,0.65,0.54,0.9,0.38,0.35,0.41,0.37,0.33,0.37,0.48
uface.csv,0.27,0.4,0.46,0.45,0.31,0.39,0.39,0.39,0.43,0.41,0.36
