,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.95,1.0,1.0,1.0,0.86,1.0,0.14,0.89,0.98,0.98,0.98,0.75
dvt.csv,0.87,0.76,0.86,0.0,0.76,0.96,0.87,0.78,0.66,0.69,0.89,0.93
flylinkdc.csv,0.01,0.88,0.92,0.89,0.53,0.88,0.89,0.63,0.85,0.89,0.64,0.62
fulguro.csv,0.84,0.8,0.95,0.87,0.91,1.0,0.88,0.84,1.0,0.97,0.86,0.09
fw4spl.csv,0.9,0.87,0.71,0.93,0.74,0.06,0.68,0.83,0.97,0.94,0.8,0.73
ipfire-wall.csv,0.8,0.66,0.83,0.81,0.91,0.77,0.83,0.0,0.19,0.84,0.82,0.73
jruby.csv,0.88,1.0,0.96,0.66,0.7,0.8,0.95,0.92,0.91,0.05,0.88,0.91
ldview.csv,0.75,0.68,0.77,0.89,0.1,0.81,0.76,0.69,0.82,0.64,0.69,0.6
nuttx.csv,0.85,0.99,0.05,0.52,0.91,0.85,1.0,0.68,0.83,0.67,0.66,0.65
oorexx.csv,0.69,0.85,0.76,0.64,0.67,0.7,0.79,0.76,0.87,0.74,0.06,0.6
uclmda.csv,0.99,0.88,0.62,0.57,1.03,0.83,0.81,0.89,0.01,0.68,0.72,0.79
vdsf.csv,0.95,0.13,1.0,0.89,0.97,0.93,1.0,0.95,0.84,0.8,1.0,0.94
