,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.07,0.0,0.0,0.03,0.11,0.0,0.0,0.05,0.17,0.0,0.08,0.16
dvt.csv,0.12,0.23,0.31,0.0,0.03,0.08,0.17,0.05,0.5,0.63,0.32,0.44
flylinkdc.csv,0.01,0.02,0.1,0.09,0.24,0.12,0.22,0.3,0.17,0.16,0.32,0.3
fulguro.csv,0.05,0.04,0.23,0.16,0.05,0.02,0.2,0.08,0.0,0.05,0.04,0.0
fw4spl.csv,0.26,0.04,0.15,0.62,0.57,0.0,0.59,0.62,0.17,0.0,0.4,0.37
ipfire-wall.csv,0.18,0.28,0.31,0.19,0.08,0.19,0.17,0.0,0.17,0.26,0.16,0.06
jruby.csv,0.75,1.0,0.95,0.41,0.32,0.33,0.49,0.24,0.0,0.05,0.16,0.05
ldview.csv,0.15,0.11,0.26,0.55,0.03,0.31,0.36,0.19,0.5,0.16,0.36,0.25
nuttx.csv,0.83,0.96,0.05,0.48,0.03,0.84,0.05,0.3,0.83,0.63,0.36,0.47
oorexx.csv,0.6,0.78,0.21,0.34,0.51,0.67,0.34,0.65,0.83,0.58,0.0,0.48
uclmda.csv,0.85,0.79,0.49,0.35,0.97,0.66,0.37,0.59,0.0,0.47,0.6,0.32
vdsf.csv,0.93,0.0,1.0,0.85,0.97,0.9,1.0,0.95,0.83,0.79,1.0,0.92
