,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.89,0.0,0.0,0.67,0.86,0.0,0.94,0.75,0.83,0.67,0.67,0.94
dvt.csv,0.94,0.68,0.8,0.71,0.83,0.96,0.92,0.83,0.41,0.59,0.93,0.7
flylinkdc.csv,0.71,0.97,0.95,0.93,0.5,0.98,0.62,0.47,0.96,0.95,0.46,0.62
fulguro.csv,0.91,0.98,0.96,0.95,0.75,0.88,0.93,0.83,0.0,0.8,0.83,0.9
fw4spl.csv,0.97,0.98,0.98,0.86,0.75,0.98,0.73,0.58,0.89,0.88,0.67,0.85
ipfire-wall.csv,0.85,0.55,0.67,0.64,0.8,0.74,0.93,0.56,0.27,0.8,0.91,0.88
jruby.csv,0.45,0.26,0.55,0.52,0.65,0.92,0.55,0.82,0.93,0.48,0.89,0.8
ldview.csv,0.96,0.99,0.97,0.74,0.75,0.98,0.89,0.85,0.55,0.84,0.46,0.96
nuttx.csv,0.33,0.27,0.61,0.38,0.67,0.43,0.67,0.56,0.26,0.54,0.64,0.53
oorexx.csv,0.4,0.34,0.76,0.49,0.48,0.42,0.58,0.43,0.34,0.56,0.5,0.51
uclmda.csv,0.44,0.33,0.81,0.62,0.52,0.51,0.79,0.57,0.26,0.54,0.54,0.64
vdsf.csv,0.4,0.99,0.55,0.62,0.47,0.45,0.45,0.39,0.28,0.5,0.39,0.45
