,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.97,0.68,0.66,0.41,0.5,0.64,0.61,0.52,0.77,0.6,0.68,0.57,0.71,0.7,0.71
aufs.csv,0.48,0.91,0.68,0.86,0.94,0.58,0.77,0.6,0.68,0.94,0.71,0.9,0.89,0.69,0.93
bulmages.csv,0.95,0.86,0.92,0.75,0.98,0.97,0.95,0.99,0.0,0.9,0.6,0.0,0.6,0.5,0.8
coot.csv,0.9,0.97,0.86,0.52,0.83,0.67,0.75,0.74,0.5,0.5,0.65,0.88,0.51,0.95,0.95
emono.csv,0.51,0.51,0.74,0.89,0.97,0.58,0.89,0.67,0.41,0.5,0.94,0.57,0.5,0.65,0.54
extprosys.csv,0.75,0.77,0.4,0.34,0.48,0.42,0.42,0.48,0.76,0.44,0.35,0.38,0.46,0.46,0.73
freelords.csv,0.4,0.55,0.43,0.43,0.59,0.43,0.42,0.49,0.84,0.51,0.4,0.59,0.49,0.54,0.49
jnode.csv,0.0,0.0,0.5,0.8,0.0,0.92,0.91,0.0,0.67,0.75,0.0,0.0,0.83,0.0,0.0
jruby.csv,0.96,0.97,0.8,0.75,0.69,0.74,0.56,0.46,0.45,0.95,0.94,0.4,0.92,0.49,0.88
jsecurity.csv,0.8,0.97,0.92,0.74,0.85,0.97,0.95,0.9,0.72,0.69,0.92,0.9,0.91,0.94,0.91
matrex.csv,0.57,0.82,0.7,0.31,0.97,0.54,0.88,0.66,0.56,0.75,0.46,0.56,0.8,0.94,0.83
officefloor.csv,0.8,0.7,0.66,0.45,0.98,0.91,0.95,0.97,0.85,0.69,0.53,0.53,0.49,0.62,0.62
projectfactory.csv,0.76,0.96,0.74,0.67,0.97,0.62,0.79,0.57,0.42,0.97,0.71,0.57,0.94,0.58,0.94
taverna.csv,0.85,0.8,0.73,0.91,0.95,0.98,0.87,0.99,0.94,0.65,0.91,0.46,0.6,0.69,0.74
vxl.csv,0.86,0.95,0.73,0.36,0.97,0.75,0.6,0.91,0.67,0.95,0.71,0.49,0.55,0.68,0.8
