,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.41,0.54,0.51,0.53,0.78,0.82,0.85,1.0,0.53,0.17,0.88,0.04,0.85,0.11,0.0,0.7
galaxium.csv,0.49,0.37,0.41,0.3,0.56,0.07,0.88,0.73,0.63,0.77,0.62,0.5,0.55,0.66,0.6,0.52
hydrate.csv,0.18,0.14,0.4,0.0,0.33,0.01,0.09,0.82,0.2,0.31,1.0,0.19,0.94,0.14,0.4,0.67
ivef-sdk.csv,0.72,0.51,0.62,1.0,0.48,1.0,0.42,0.05,0.87,0.31,0.0,0.56,0.67,0.4,0.4,0.0
jmri.csv,0.37,0.23,0.63,0.13,0.11,0.55,0.39,0.55,0.37,0.17,0.5,0.31,0.36,0.14,0.2,0.21
jython.csv,0.89,0.57,0.67,1.0,0.59,0.99,1.0,0.86,0.83,0.69,0.88,0.79,0.76,0.2,1.0,0.58
kdenlive.csv,0.75,0.63,0.56,0.6,0.74,0.22,0.18,0.95,0.83,0.8,0.75,0.74,0.97,0.54,0.6,0.88
ninject.csv,0.18,0.29,0.64,0.27,0.26,0.81,0.39,0.09,0.13,0.71,0.38,0.44,0.15,0.49,1.0,0.55
ondex.csv,0.46,0.29,0.53,0.47,0.07,0.0,0.18,0.77,0.37,0.17,0.62,0.24,0.61,0.09,0.0,0.27
opentibia.csv,0.42,0.78,0.43,0.27,0.48,0.01,0.91,0.41,0.0,0.4,0.75,0.25,0.45,0.91,0.4,0.76
runuomondains.csv,0.39,0.3,0.75,0.17,0.22,0.18,0.58,0.68,0.57,0.37,0.75,0.35,0.42,0.17,0.4,0.42
somap.csv,0.94,0.92,0.79,1.0,1.0,0.6,0.91,0.91,1.0,1.0,1.0,0.85,0.88,1.0,1.0,1.0
taverna.csv,0.37,0.4,0.23,0.2,0.67,0.1,0.73,0.5,0.3,0.37,0.5,0.29,0.61,0.91,0.0,0.27
tigermud.csv,0.49,0.64,0.72,0.7,0.59,0.0,0.03,0.23,0.07,0.46,0.25,0.57,0.27,0.74,0.8,0.76
unbvision.csv,0.61,0.4,0.45,0.27,0.37,0.57,0.42,0.77,0.8,0.54,0.75,0.21,0.94,0.2,0.8,0.42
x-ray-mule.csv,0.27,0.31,0.25,0.83,0.78,0.0,0.18,0.09,0.73,0.37,0.0,0.53,0.48,0.66,0.2,0.06
