,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.81,0.78,0.57,0.95,0.48,0.54,0.74,0.26,0.78,0.96,0.45,0.67,0.38,0.8,0.92,0.5
galaxium.csv,0.4,0.41,0.48,0.35,0.47,0.52,0.51,0.23,0.41,0.49,0.41,0.46,0.4,0.5,0.61,0.42
hydrate.csv,0.95,0.94,0.6,0.67,0.78,0.67,0.75,0.27,0.91,0.63,0.44,0.8,0.31,0.83,0.7,0.44
ivef-sdk.csv,0.47,0.5,0.63,0.48,0.6,0.61,0.67,0.0,0.47,0.62,0.5,0.57,0.5,0.85,0.5,0.0
jmri.csv,0.53,0.6,0.53,0.75,0.57,0.81,0.55,0.96,0.74,0.91,0.76,0.62,0.8,0.8,0.86,0.89
jython.csv,0.41,0.51,0.62,0.46,0.52,0.47,0.41,0.97,0.51,0.53,0.48,0.4,0.48,0.6,0.4,0.5
kdenlive.csv,0.36,0.39,0.4,0.41,0.37,0.38,0.48,0.26,0.42,0.38,0.38,0.35,0.31,0.38,0.5,0.33
ninject.csv,0.86,0.97,0.51,0.47,0.64,0.52,0.89,0.67,0.8,0.43,0.81,0.47,0.73,0.57,0.6,0.38
ondex.csv,0.5,0.56,0.54,0.59,0.73,0.0,0.62,0.82,0.94,0.93,0.72,0.88,0.65,0.83,0.89,0.73
opentibia.csv,0.52,0.49,0.62,0.92,0.51,0.5,0.46,0.97,0.67,0.6,0.65,0.72,0.66,0.46,0.8,0.38
runuomondains.csv,0.52,0.5,0.47,0.5,0.5,0.41,0.5,0.91,0.54,0.68,0.73,0.58,0.62,0.55,0.8,0.55
somap.csv,0.42,0.45,0.38,0.43,0.39,0.47,0.47,0.26,0.49,0.37,0.42,0.38,0.31,0.43,0.39,0.37
taverna.csv,0.62,0.51,0.83,0.5,0.71,0.54,0.64,0.24,0.65,0.69,0.64,0.81,0.53,0.47,0.89,0.75
tigermud.csv,0.68,0.64,0.47,0.61,0.68,0.5,0.75,0.27,0.88,0.6,0.81,0.5,0.61,0.58,0.57,0.43
unbvision.csv,0.43,0.4,0.49,0.4,0.47,0.47,0.51,0.97,0.5,0.49,0.44,0.71,0.32,0.6,0.57,0.5
x-ray-mule.csv,0.77,0.79,0.99,0.62,0.56,0.0,0.81,0.5,0.55,0.59,0.5,0.58,0.56,0.69,0.56,0.67
