,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.93,0.88,0.65,0.55,0.86,0.79,0.17,0.99,0.81,0.87,0.97,0.96,0.84,0.89,1.02,0.85
galaxium.csv,0.55,0.67,0.67,0.99,0.6,1.22,0.58,0.95,0.62,0.29,0.55,0.53,0.74,0.88,0.68,0.61
hydrate.csv,0.85,0.95,0.67,1.01,0.69,0.99,0.91,0.91,0.8,0.8,0.95,0.82,0.93,0.86,0.62,0.71
ivef-sdk.csv,0.75,0.52,0.64,0.7,0.8,0.0,0.92,0.95,0.8,0.89,1.0,1.09,0.63,0.86,1.0,1.0
jmri.csv,0.64,0.78,0.49,0.89,1.02,0.45,0.83,0.47,0.65,0.85,0.55,0.77,0.69,0.86,0.81,0.79
jython.csv,0.7,0.66,0.56,0.9,0.92,0.8,1.0,0.19,0.79,0.7,0.81,1.02,0.63,0.89,0.95,0.81
kdenlive.csv,0.44,0.56,0.62,0.89,0.64,1.11,0.92,0.99,0.44,0.6,0.66,0.72,0.79,0.66,0.66,0.69
ninject.csv,0.99,0.92,0.71,0.92,0.84,0.86,0.62,0.91,0.94,0.78,0.7,0.65,0.91,0.59,0.18,0.62
ondex.csv,0.55,0.72,0.57,0.67,0.96,1.0,0.87,0.31,0.64,0.84,0.43,0.76,0.49,0.93,1.01,0.79
opentibia.csv,0.65,0.33,0.71,0.76,0.69,0.99,0.78,0.62,1.0,0.68,0.54,0.75,0.66,0.96,0.62,0.78
runuomondains.csv,0.62,0.7,0.53,0.9,0.9,1.22,0.83,0.37,0.48,0.65,0.29,0.67,0.64,0.86,0.62,0.66
somap.csv,1.0,1.0,0.83,0.85,0.89,1.08,0.83,1.0,1.0,0.92,0.95,0.15,0.91,1.0,0.84,1.0
taverna.csv,0.65,0.63,0.8,0.85,0.38,1.14,0.58,1.05,0.73,0.68,0.51,0.71,0.59,0.91,1.01,0.74
tigermud.csv,0.92,0.76,0.83,0.67,0.53,1.0,0.97,1.14,0.94,0.67,0.79,0.66,0.83,0.63,0.4,0.68
unbvision.csv,0.48,0.63,0.65,0.95,0.8,1.03,0.83,0.24,0.35,0.57,0.57,0.86,0.76,0.81,0.51,0.59
x-ray-mule.csv,0.89,0.71,0.83,0.39,0.68,1.0,1.0,0.91,0.93,0.91,1.0,0.96,0.72,0.67,1.06,0.94
