,dsworkbench.csv,adonthell.csv,yarp0.csv,pokenetonline.csv,foursquared.csv,t-2.csv,avisynth2.csv,jgossipforum.csv,madman.csv,geotools.csv,gephex.csv,bigdata.csv,wsmt.csv,qmmp.csv,simplewebservices.csv,rcp-company-uibindings.csv,jfreechart.csv
adonthell.csv,1.0,1.0,1.0,0.0,7.0,36.0,34.0,41.0,12.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,87.0
avisynth2.csv,1.0,107.0,1.0,2.0,69.0,19.0,0.0,224.0,56.0,3.0,1.0,0.0,0.0,124.0,240.0,0.0,103.0
bigdata.csv,0.0,0.0,11.0,1.0,0.0,64.0,26.0,4.0,23.0,5.0,0.0,0.0,0.0,2.0,11.0,0.0,77.0
dsworkbench.csv,1.0,1.0,0.0,0.0,1.0,1.0,64.0,224.0,18.0,7.0,2.0,0.0,64.0,3.0,0.0,0.0,103.0
foursquared.csv,1.0,1.0,3.0,0.0,0.0,57.0,5.0,224.0,1.0,11.0,1.0,0.0,2.0,2.0,0.0,0.0,103.0
geotools.csv,0.0,0.0,3.0,0.0,10.0,5.0,21.0,8.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,85.0
gephex.csv,3.0,1.0,1.0,0.0,11.0,10.0,64.0,123.0,23.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,73.0
jgossipforum.csv,1.0,2.0,3.0,2.0,4.0,14.0,64.0,2.0,4.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,103.0
madman.csv,0.0,0.0,5.0,1.0,0.0,14.0,3.0,64.0,1.0,12.0,0.0,1.0,1.0,0.0,12.0,0.0,103.0
pokenetonline.csv,1.0,1.0,1.0,0.0,0.0,12.0,22.0,104.0,14.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,103.0
qmmp.csv,0.0,0.0,7.0,1.0,7.0,86.0,19.0,21.0,7.0,31.0,0.0,0.0,1.0,0.0,1.0,0.0,103.0
rcp-company-uibindings.csv,0.0,1.0,1.0,0.0,1.0,39.0,8.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0
simplewebservices.csv,3.0,1.0,3.0,0.0,0.0,67.0,35.0,90.0,22.0,22.0,0.0,0.0,1.0,2.0,0.0,0.0,92.0
t-2.csv,2.0,0.0,6.0,0.0,1.0,2.0,64.0,224.0,19.0,11.0,0.0,0.0,0.0,5.0,1.0,0.0,19.0
wsmt.csv,1.0,107.0,7.0,2.0,5.0,27.0,3.0,224.0,56.0,28.0,0.0,0.0,1.0,124.0,240.0,0.0,103.0
yarp0.csv,1.0,1.0,0.0,0.0,0.0,5.0,64.0,143.0,14.0,19.0,1.0,0.0,1.0,0.0,3.0,0.0,103.0
