,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.72,0.3,0.85,0.28,0.42,0.52,0.44,0.67,0.2
foursquared.csv,0.0,0.0,0.03,0.0,0.0,0.08,0.0,0.22,0.15
jasperreports.csv,0.56,0.84,0.95,0.02,0.55,0.15,0.64,0.54,0.13
kdenlive.csv,0.5,0.68,0.33,0.21,0.74,0.33,0.77,0.48,0.42
optalgtoolkit.csv,0.3,0.46,0.31,0.26,0.26,0.36,0.44,0.7,0.68
sabbu.csv,0.2,0.61,0.41,0.55,0.23,0.77,0.44,0.8,0.56
tokratan.csv,0.2,0.27,0.08,0.68,0.65,0.22,0.23,0.04,0.68
vxl.csv,0.31,0.37,0.56,0.54,0.61,0.41,0.67,0.48,0.4
zact.csv,0.7,0.05,0.64,0.28,0.0,0.63,0.15,0.83,0.11
