,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.54,0.29,0.62,0.08,0.35,0.12,0.82,0.43,0.15
foursquared.csv,0.0,0.0,0.94,0.0,1.0,0.29,0.0,0.68,0.04
jasperreports.csv,0.49,0.22,0.61,0.0,0.39,0.14,0.79,0.26,0.29
kdenlive.csv,0.61,0.27,0.8,0.0,0.34,0.15,0.68,0.46,0.11
optalgtoolkit.csv,0.66,0.28,0.73,0.0,0.64,0.1,0.7,0.38,0.06
sabbu.csv,0.79,0.25,0.75,0.08,0.22,0.12,0.77,0.36,0.05
tokratan.csv,0.72,0.26,0.9,0.06,0.35,0.25,0.76,0.6,0.07
vxl.csv,0.64,0.3,0.7,0.04,0.3,0.15,0.76,0.46,0.11
zact.csv,0.44,0.25,0.56,0.13,0.0,0.04,0.88,0.27,0.0
