,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.43,0.61,0.24,0.69,0.0,0.33,0.63,0.2,0.09,0.32,0.0,0.0,0.24
empserver.csv,0.44,0.0,0.34,0.46,0.05,0.0,0.0,0.57,0.63,0.67,0.13,0.21,0.39
emulemorph.csv,0.0,0.0,0.09,0.02,0.0,0.02,0.0,0.78,0.0,0.28,0.0,0.0,0.14
google-web-toolkit.csv,0.34,0.27,0.53,0.25,0.0,0.41,0.55,0.64,0.47,0.22,0.3,0.59,0.67
htmlunit.csv,0.46,0.71,0.71,0.5,0.0,0.65,0.64,0.65,0.45,0.57,0.59,0.4,0.46
jaxen.csv,0.51,0.76,0.58,0.47,0.91,0.62,0.98,0.42,0.37,0.23,0.54,0.31,0.6
jguard.csv,0.21,0.0,0.13,0.05,0.13,0.0,0.24,0.3,0.59,0.0,0.52,0.71,0.57
kowari.csv,0.4,0.05,0.52,0.22,0.0,0.65,0.43,0.61,0.53,0.35,0.85,0.25,0.44
maidsafe-dht.csv,0.3,0.59,0.66,0.3,0.0,0.62,0.61,0.73,0.55,0.59,0.55,0.59,0.3
mimosa.csv,0.6,0.05,0.62,0.55,0.56,0.45,0.47,0.47,0.69,0.6,0.7,0.83,0.5
vdsf.csv,0.59,0.41,0.39,0.52,0.0,0.05,0.25,0.39,0.17,0.0,0.15,0.19,0.45
xbrlapi.csv,0.71,0.01,0.4,0.29,0.0,0.52,0.61,0.75,0.51,0.13,0.27,0.64,0.4
