,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.45,0.37,0.61,0.63,0.98,0.55,0.73,0.92,0.8,0.61,0.75,0.67,0.92
empserver.csv,0.41,0.26,0.39,0.52,0.35,0.37,0.4,0.36,0.58,0.6,0.37,0.39,0.41
emulemorph.csv,0.0,0.0,0.0,0.67,0.5,0.75,0.86,0.56,0.0,0.74,0.0,0.0,0.98
google-web-toolkit.csv,0.4,0.86,0.48,0.57,0.36,0.7,0.55,0.41,0.48,0.92,0.37,0.42,0.51
htmlunit.csv,0.44,0.37,0.43,0.35,0.98,0.44,0.79,0.35,0.44,0.33,0.5,0.45,0.43
jaxen.csv,0.47,0.54,0.46,0.66,0.84,0.49,0.85,0.46,0.41,0.44,0.45,0.39,0.48
jguard.csv,0.39,0.26,0.4,0.51,0.35,0.37,0.43,0.43,0.64,0.41,0.39,0.48,0.45
kowari.csv,0.66,0.95,0.64,0.67,0.97,0.43,0.69,0.47,0.5,0.48,0.68,0.92,0.57
maidsafe-dht.csv,0.6,0.89,0.59,0.42,0.98,0.46,0.53,0.36,0.37,0.36,0.38,0.37,0.67
mimosa.csv,0.45,0.26,0.49,0.47,0.36,0.35,0.45,0.43,0.57,0.49,0.52,0.54,0.42
vdsf.csv,0.45,0.98,0.43,0.63,0.36,0.4,0.46,0.45,0.4,0.42,0.38,0.44,0.5
xbrlapi.csv,0.46,0.0,0.71,0.82,0.41,0.54,0.64,0.43,0.51,0.75,0.44,0.66,0.79
