,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.83,0.72,0.85,0.41,1.01,0.82,0.46,0.86,0.93,0.76,1.0,1.0,0.82
empserver.csv,0.86,1.0,0.91,0.86,0.99,1.0,1.0,0.79,0.63,0.42,0.98,0.96,0.89
emulemorph.csv,1.0,1.0,0.93,0.98,1.0,0.98,1.0,0.4,1.0,0.86,1.0,1.0,0.89
google-web-toolkit.csv,0.91,0.79,0.58,0.81,1.36,0.7,0.71,0.56,0.76,0.82,0.92,0.75,0.49
htmlunit.csv,0.74,0.66,0.41,0.64,1.01,0.46,0.42,0.54,0.7,0.67,0.53,0.78,0.73
jaxen.csv,0.81,0.45,0.75,0.85,0.33,0.61,0.1,0.87,0.9,0.95,0.79,0.96,0.73
jguard.csv,0.95,1.0,0.98,0.99,0.97,1.0,0.94,0.92,0.55,1.0,0.82,0.59,0.72
kowari.csv,0.73,0.96,0.61,0.82,1.0,0.62,0.7,0.65,0.79,0.78,0.25,0.8,0.79
maidsafe-dht.csv,0.77,0.48,0.42,0.79,1.01,0.5,0.53,0.54,0.71,0.69,0.68,0.69,0.78
mimosa.csv,0.66,0.99,0.65,0.67,0.8,0.86,0.84,0.84,0.5,0.68,0.44,0.27,0.82
vdsf.csv,0.76,0.65,0.89,0.81,1.39,1.02,1.08,0.93,0.96,1.0,1.12,1.02,0.86
xbrlapi.csv,0.46,0.99,0.72,0.86,1.24,0.72,0.54,0.49,0.8,0.89,1.06,0.5,0.73
