,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.85,0.45,0.51,0.62,0.48,0.38,0.48,0.6,0.5,0.46,0.53
emono.csv,0.42,0.51,0.33,0.45,0.53,0.46,0.5,0.53,0.48,0.41,0.56
haggle.csv,0.44,0.44,0.73,0.85,0.88,0.54,0.97,0.57,0.37,0.91,0.67
hannosset.csv,0.5,0.89,0.8,0.5,0.73,0.81,0.98,0.84,0.0,0.89,0.95
jas.csv,0.78,0.49,0.83,0.52,0.47,0.48,0.48,0.79,0.67,0.58,0.56
jgossipforum.csv,0.45,0.47,0.59,0.95,0.42,0.41,0.45,0.67,0.42,0.34,0.53
madman.csv,0.86,0.51,0.82,0.87,0.53,0.52,0.61,0.65,0.93,0.65,0.65
mediate.csv,0.56,0.42,0.43,0.51,0.5,0.37,0.52,0.79,0.44,0.36,0.57
ngl.csv,0.38,0.49,0.41,0.53,0.38,0.39,0.47,0.49,0.54,0.42,0.46
pustefix.csv,0.68,0.95,0.88,0.94,0.65,0.92,0.89,0.57,0.79,0.95,0.88
synecdoche.csv,0.48,0.9,0.68,0.67,0.4,0.87,0.96,0.56,0.69,0.59,0.43
