,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.47,0.44,0.38,0.28,0.44,0.42,0.49,0.69,0.38,0.5,0.48,0.64,0.39
cuberok.csv,0.6,0.52,0.4,0.91,0.56,0.97,0.65,0.55,0.44,0.5,0.48,0.5,0.56
exist.csv,0.34,0.43,0.4,0.33,0.38,0.43,0.38,0.41,0.42,0.33,0.43,0.41,0.37
google-web-toolkit.csv,0.34,0.43,0.57,0.92,0.5,0.51,0.59,0.71,0.73,0.73,0.49,0.89,0.6
gwanted.csv,0.46,0.56,0.44,0.35,0.39,0.6,0.67,0.64,0.88,0.7,0.39,0.56,0.46
ivatamasks.csv,0.34,0.39,0.38,0.64,0.41,0.4,0.41,0.48,0.44,0.36,0.48,0.44,0.53
ivataopenportal.csv,0.37,0.47,0.39,0.34,0.37,0.53,0.39,0.45,0.35,0.34,0.4,0.4,0.45
jaxen.csv,0.37,0.73,0.85,0.39,0.41,0.46,0.47,0.47,0.45,0.54,0.49,0.46,0.68
rockbox.csv,0.45,0.83,0.46,0.5,0.37,0.96,0.51,0.46,0.58,0.31,0.43,0.46,0.33
rodin-b-sharp.csv,0.9,0.93,0.0,0.36,0.76,0.96,0.67,0.58,0.69,0.79,0.81,0.63,0.7
tcl.csv,0.61,0.53,0.67,0.45,0.58,0.44,0.59,0.6,0.97,0.74,0.99,0.97,0.92
umber.csv,0.52,0.41,0.45,0.37,0.44,0.44,0.4,0.46,0.37,0.35,0.4,0.43,0.47
wheat.csv,0.51,0.94,0.82,0.0,0.42,0.78,0.61,0.88,0.37,0.48,0.66,0.56,0.42
