,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.34,0.61,0.18,0.63,0.48,0.49,0.41,0.23,0.68,0.45,0.52,0.42,0.54
cuberok.csv,0.04,0.67,0.1,0.33,0.6,0.25,0.26,0.26,0.61,0.41,0.64,0.25,0.47
exist.csv,0.41,0.79,0.09,0.61,0.59,0.67,0.53,0.29,0.79,0.65,0.68,0.26,0.63
google-web-toolkit.csv,0.43,0.78,0.12,0.31,0.36,0.6,0.25,0.38,0.46,0.26,0.69,0.18,0.34
gwanted.csv,0.46,0.61,0.15,0.52,0.49,0.41,0.29,0.53,0.4,0.42,0.68,0.31,0.56
ivatamasks.csv,0.41,0.77,0.15,0.43,0.56,0.66,0.33,0.41,0.58,0.64,0.59,0.24,0.5
ivataopenportal.csv,0.44,0.73,0.14,0.64,0.56,0.73,0.51,0.28,0.75,0.72,0.65,0.25,0.54
jaxen.csv,0.42,0.47,0.56,0.7,0.49,0.63,0.44,0.32,0.67,0.68,0.66,0.21,0.45
rockbox.csv,0.64,0.34,0.24,0.43,0.5,0.25,0.18,0.27,0.45,0.63,0.53,0.35,0.65
rodin-b-sharp.csv,0.69,0.38,0.0,0.67,0.33,0.22,0.79,0.2,0.5,0.47,0.32,0.24,0.36
tcl.csv,0.11,0.66,0.25,0.7,0.34,0.67,0.55,0.3,0.28,0.43,0.37,0.17,0.19
umber.csv,0.81,0.82,0.12,0.64,0.45,0.48,0.55,0.25,0.7,0.71,0.67,0.24,0.56
wheat.csv,0.39,0.23,0.09,0.0,0.48,0.29,0.39,0.11,0.71,0.69,0.45,0.3,0.64
