,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.63,0.04,0.0,0.8,0.13,0.13,0.43,0.0
apolloplayer.csv,0.32,0.67,1.0,0.0,0.39,0.9,0.57,1.0
k3d.csv,0.55,0.04,0.0,0.67,0.13,0.83,0.0,0.4
kowari.csv,0.61,0.25,0.0,0.67,0.41,0.4,0.57,0.6
redshell.csv,0.16,0.33,0.0,0.0,0.82,0.8,0.43,0.4
rtb-team.csv,0.03,0.33,0.0,0.73,0.13,0.07,0.14,0.2
xreal.csv,0.05,0.17,0.0,0.33,0.23,0.37,0.29,1.0
