,alembik.csv,emisview.csv,mediate.csv,botsnscouts.csv,anaxagora.csv,matrex.csv,ontopia.csv,mediaportal.csv
alembik.csv,0.37,0.65,0.69,0.96,0.63,0.86,0.92,0.69
anaxagora.csv,0.7,0.43,1.0,0.62,0.39,0.92,0.82,0.65
botsnscouts.csv,0.35,0.63,0.97,0.37,0.55,0.4,0.89,0.58
emisview.csv,0.45,0.49,0.72,0.83,0.56,0.69,0.93,0.69
matrex.csv,0.96,0.92,0.51,0.6,0.91,0.23,0.81,0.88
mediaportal.csv,0.82,0.83,0.78,0.68,0.77,0.8,0.87,0.53
mediate.csv,0.44,0.74,0.53,0.63,0.74,0.73,0.9,0.61
ontopia.csv,0.69,0.69,0.75,0.77,0.68,0.67,0.39,0.62
