,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,1.0,1.0,0.28,0.6,0.61,0.95,1.0,0.74,0.57,0.3
ffigo.csv,0.67,1.0,0.93,0.4,0.63,0.66,0.0,0.97,0.57,0.3
ildjit.csv,0.33,0.0,0.93,0.07,0.02,0.01,0.0,0.07,0.0,0.03
proftp.csv,0.0,0.0,0.14,0.97,0.24,0.23,0.5,0.26,0.39,0.1
skia.csv,0.67,1.0,0.07,0.17,0.22,0.25,0.62,0.08,0.96,0.41
tencompetence.csv,0.33,0.0,0.03,0.07,0.28,0.19,0.5,0.24,0.09,0.98
theresa.csv,1.0,0.0,0.0,0.0,0.11,0.01,0.0,0.0,0.0,0.0
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0
xstore.csv,0.67,1.0,0.24,0.4,1.0,0.6,0.5,0.66,0.35,0.27
