,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.45,0.48,0.56,0.56,0.59,0.71,0.5,0.46,0.51,0.92
ffigo.csv,0.44,0.64,0.36,0.57,0.51,0.47,0.6,0.45,0.45,0.56
ildjit.csv,0.0,0.0,0.93,0.83,0.5,0.9,0.83,0.92,0.0,0.95
proftp.csv,0.75,0.67,0.8,0.48,0.79,0.68,0.92,0.67,0.55,0.83
skia.csv,0.82,0.71,0.94,0.86,0.86,0.75,0.59,0.91,0.64,0.78
tencompetence.csv,0.61,0.93,0.86,0.75,0.79,0.98,0.76,0.81,0.8,0.63
theresa.csv,0.67,0.0,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.0
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0
xstore.csv,0.42,0.5,0.59,0.52,0.52,0.49,0.56,0.46,0.58,0.66
