,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.43,0.54,0.45,0.5,0.37,0.13,0.8,0.78,0.2,0.04,0.36,0.32,0.97,0.47,0.11
firebird.csv,0.23,0.46,0.36,0.3,0.46,0.07,0.74,0.87,0.23,0.38,0.4,0.89,0.76,0.77,0.38
flylegacy.csv,0.48,0.71,0.41,0.7,0.51,0.43,0.95,0.91,0.78,0.54,0.55,0.63,0.91,0.7,0.72
gzigzag.csv,0.05,0.26,0.23,0.16,0.14,0.0,0.27,0.22,0.02,0.08,0.12,0.21,0.15,0.3,0.25
hydrogen.csv,0.35,1.0,1.0,1.0,1.0,0.9,0.61,0.81,0.18,1.0,1.0,0.95,1.0,0.28,1.0
mcore3d.csv,0.54,0.23,0.45,0.47,0.46,0.26,0.86,0.15,0.07,0.21,0.23,0.32,0.12,0.67,0.38
nabu-library.csv,0.05,0.14,0.18,0.61,0.63,0.24,0.06,0.57,0.34,0.29,0.34,0.26,0.23,0.23,0.56
ogrehg.csv,0.15,0.34,0.41,0.2,0.46,0.19,0.54,0.63,0.2,0.17,0.29,0.16,0.67,0.53,0.19
qgo.csv,0.83,0.14,1.0,0.82,0.56,0.32,0.71,0.5,0.38,0.96,0.59,0.89,0.34,0.67,0.72
qtractor.csv,0.19,0.17,0.18,0.2,0.58,0.43,0.44,0.43,0.44,0.25,0.45,0.53,0.26,0.63,0.32
rhex.csv,0.23,0.46,0.45,0.28,0.18,0.22,0.42,0.26,0.16,0.29,0.22,0.0,0.24,0.14,0.31
rocrail.csv,0.32,0.29,0.68,0.3,0.28,0.19,0.71,0.8,0.2,0.62,0.3,0.42,0.33,0.33,0.29
webdriver.csv,0.23,0.57,0.32,0.66,0.49,0.47,0.37,0.2,0.5,0.17,0.36,0.47,0.73,0.72,0.34
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
yield.csv,0.52,0.49,0.86,0.43,0.67,0.21,0.81,0.83,0.58,0.54,0.53,0.53,0.86,0.7,0.61
