,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.15,0.56,0.8,0.61,0.76,0.67,0.24,0.43,0.33,0.9,0.5,0.82,0.44,0.2,0.4
firebird.csv,0.21,0.54,0.79,0.67,0.76,0.86,0.27,0.44,0.32,0.65,0.51,0.65,0.4,0.23,0.33
flylegacy.csv,0.15,0.53,0.81,0.54,0.74,0.58,0.23,0.45,0.14,0.63,0.44,0.57,0.52,0.21,0.24
gzigzag.csv,0.2,0.72,0.81,0.72,0.85,1.0,0.4,0.68,0.75,0.83,0.62,0.64,0.73,0.38,0.41
hydrogen.csv,0.2,0.46,0.74,0.52,0.68,0.5,0.22,0.49,0.44,0.54,0.39,0.67,0.52,0.14,0.22
mcore3d.csv,0.14,0.68,0.81,0.56,0.77,0.7,0.24,0.65,0.36,0.71,0.53,0.5,0.65,0.17,0.4
nabu-library.csv,0.2,0.38,0.8,0.57,0.71,0.57,0.45,0.26,0.24,0.59,0.47,0.71,0.81,0.29,0.27
ogrehg.csv,0.25,0.54,0.74,0.66,0.76,0.76,0.3,0.45,0.33,0.78,0.6,0.79,0.35,0.23,0.46
qgo.csv,0.14,0.84,0.73,0.54,0.74,0.63,0.27,0.53,0.24,0.53,0.44,0.66,0.68,0.22,0.28
qtractor.csv,0.21,0.45,0.86,0.7,0.73,0.62,0.32,0.57,0.21,0.79,0.51,0.67,0.65,0.25,0.38
rhex.csv,0.34,0.56,0.77,0.59,0.68,0.58,0.22,0.56,0.36,0.59,0.49,1.0,0.63,0.25,0.36
rocrail.csv,0.28,0.66,0.75,0.64,0.75,0.67,0.24,0.45,0.38,0.56,0.53,0.53,0.75,0.26,0.45
webdriver.csv,0.21,0.56,0.83,0.56,0.75,0.61,0.32,0.74,0.21,0.79,0.51,0.71,0.36,0.24,0.37
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0
yield.csv,0.14,0.6,0.74,0.64,0.71,0.77,0.25,0.49,0.19,0.64,0.5,0.68,0.42,0.25,0.3
