,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.5,0.8,0.65,0.72,0.55,0.29,0.83,0.71,0.62,0.32,0.56,0.75,0.72,0.5,0.27
firebird.csv,0.42,0.63,0.49,0.56,0.67,0.51,0.86,0.82,0.69,0.61,0.64,0.86,0.48,1.0,0.68
flylegacy.csv,0.58,0.93,0.6,0.75,0.69,0.63,0.9,0.89,0.81,0.79,0.67,0.44,0.93,0.8,0.82
gzigzag.csv,0.08,0.77,0.33,0.37,0.38,0.13,0.59,0.56,0.38,0.36,0.3,0.19,0.38,0.8,0.64
hydrogen.csv,0.58,1.0,1.0,1.0,1.0,0.98,0.55,0.96,0.88,1.0,1.0,1.0,1.0,0.2,1.0
mcore3d.csv,0.58,0.57,0.68,0.55,0.73,0.67,0.86,0.33,0.25,0.43,0.4,0.17,0.2,0.6,0.91
nabu-library.csv,0.08,0.1,0.25,0.74,0.74,0.33,0.17,0.24,0.69,0.36,0.47,0.33,0.88,0.4,0.77
ogrehg.csv,0.33,0.47,0.4,0.35,0.68,0.65,0.72,0.62,0.62,0.5,0.68,0.31,0.34,0.7,0.59
qgo.csv,0.92,0.87,0.97,0.87,0.74,0.6,0.83,0.67,0.75,0.93,0.73,0.92,0.68,0.8,1.0
qtractor.csv,0.33,0.17,0.4,0.43,0.74,0.75,0.66,0.67,0.75,0.79,0.73,0.56,0.45,0.9,0.73
rhex.csv,0.83,0.67,0.54,0.37,0.17,0.33,0.38,0.4,0.56,0.36,0.34,0.03,0.38,0.2,0.64
rocrail.csv,0.83,0.63,0.71,0.48,0.39,0.41,0.72,0.78,0.75,0.68,0.53,0.25,0.92,0.5,0.86
webdriver.csv,0.42,0.83,0.56,0.78,0.69,0.79,0.55,0.71,0.81,0.54,0.59,0.61,0.38,1.0,0.73
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
yield.csv,0.58,0.87,0.86,0.7,0.79,0.73,0.86,0.98,0.88,0.82,0.84,0.58,0.6,1.0,0.95
