,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.66,0.58,0.57,0.57,0.59,0.73,0.81,0.83,0.42,0.68,0.56,0.4,1.01,0.68,0.74
firebird.csv,0.63,0.59,0.62,0.53,0.56,0.5,0.75,0.89,0.39,0.54,0.53,0.91,0.92,0.77,0.49
flylegacy.csv,0.64,0.72,0.57,0.74,0.59,0.56,0.95,0.91,0.8,0.58,0.64,0.84,0.92,0.73,0.75
gzigzag.csv,0.92,0.35,0.7,0.65,0.64,0.87,0.49,0.5,0.63,0.65,0.71,0.83,0.63,0.36,0.44
hydrogen.csv,0.54,1.0,1.0,1.0,1.0,0.9,0.76,0.82,0.22,1.0,1.0,0.95,1.0,0.85,1.0
mcore3d.csv,0.68,0.49,0.55,0.65,0.53,0.43,0.87,0.68,0.75,0.61,0.64,0.89,0.81,0.78,0.39
nabu-library.csv,0.92,0.91,0.77,0.66,0.68,0.71,0.83,0.95,0.46,0.71,0.63,0.72,0.26,0.64,0.61
ogrehg.csv,0.68,0.63,0.73,0.67,0.56,0.4,0.6,0.73,0.42,0.53,0.43,0.71,0.94,0.61,0.45
qgo.csv,0.83,0.2,1.0,0.83,0.62,0.51,0.73,0.6,0.45,0.96,0.65,0.9,0.47,0.7,0.72
qtractor.csv,0.69,0.85,0.63,0.6,0.63,0.5,0.56,0.54,0.51,0.33,0.52,0.69,0.6,0.64,0.42
rhex.csv,0.29,0.57,0.65,0.69,0.84,0.7,0.75,0.65,0.47,0.71,0.7,0.97,0.66,0.81,0.48
rocrail.csv,0.36,0.46,0.74,0.6,0.67,0.62,0.76,0.83,0.32,0.7,0.56,0.86,0.34,0.6,0.32
webdriver.csv,0.63,0.6,0.55,0.7,0.58,0.51,0.58,0.35,0.53,0.49,0.54,0.61,0.96,0.72,0.43
xined.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36,1.0
yield.csv,0.67,0.5,0.88,0.52,0.7,0.34,0.82,0.83,0.59,0.57,0.55,0.67,0.95,0.7,0.61
