,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.41,0.35,0.33,0.35,0.39,0.63,0.45,0.45,0.53,0.6,0.41,0.39,0.54,0.36,0.87
firebird.csv,0.62,0.46,0.41,0.44,0.44,0.54,0.36,0.37,0.5,0.46,0.42,0.31,0.66,0.35,0.42
flylegacy.csv,0.59,0.34,0.47,0.46,0.5,0.48,0.41,0.42,0.56,0.49,0.59,0.54,0.59,0.45,0.5
gzigzag.csv,0.8,0.38,0.54,0.56,0.54,0.88,0.52,0.46,0.88,0.67,0.65,0.73,0.54,0.38,0.5
hydrogen.csv,0.46,0.37,0.34,0.39,0.41,0.43,0.47,0.41,0.53,0.4,0.46,0.3,0.54,0.57,0.42
mcore3d.csv,0.45,0.4,0.43,0.43,0.46,0.52,0.43,0.7,0.91,0.53,0.56,0.75,0.71,0.46,0.42
nabu-library.csv,0.8,0.88,0.75,0.41,0.48,0.86,0.91,0.69,0.64,0.59,0.66,0.82,0.53,0.79,0.47
ogrehg.csv,0.81,0.38,0.5,0.59,0.46,0.52,0.45,0.53,0.53,0.56,0.51,0.64,0.79,0.37,0.54
qgo.csv,0.38,0.42,0.34,0.35,0.36,0.47,0.33,0.33,0.44,0.39,0.37,0.28,0.37,0.38,0.35
qtractor.csv,0.79,0.91,0.59,0.57,0.41,0.43,0.4,0.36,0.54,0.5,0.55,0.33,0.42,0.33,0.45
rhex.csv,0.48,0.36,0.39,0.5,0.77,0.58,0.58,0.5,0.48,0.47,0.52,0.0,0.57,0.88,0.38
rocrail.csv,0.47,0.38,0.37,0.45,0.51,0.62,0.41,0.38,0.5,0.35,0.42,0.53,0.48,0.47,0.38
webdriver.csv,0.54,0.36,0.43,0.41,0.46,0.46,0.5,0.51,0.52,0.47,0.57,0.45,0.73,0.37,0.42
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0
yield.csv,0.43,0.33,0.33,0.35,0.39,0.45,0.38,0.36,0.51,0.36,0.41,0.32,0.58,0.35,0.36
