,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.67,0.52,0.43,0.59,0.75,0.47,0.46,0.77,0.84,0.56,0.96,0.25,0.39,0.72,0.29,0.17,0.65,0.27
beast-mcmc.csv,0.95,0.52,0.29,0.28,0.3,0.58,0.42,0.45,0.44,0.19,0.64,0.38,0.37,0.4,0.36,0.69,0.46,0.17
cuberok.csv,0.55,0.58,0.49,0.64,0.5,0.67,0.49,1.0,0.6,0.25,0.44,0.69,0.52,0.62,0.39,0.34,0.48,0.27
exist.csv,0.44,0.55,0.45,0.36,0.44,0.11,0.46,0.55,0.44,0.49,0.24,0.25,0.97,0.57,0.11,0.24,0.56,0.09
ingex.csv,0.35,0.06,0.12,0.0,0.09,0.36,0.33,0.05,0.0,0.17,0.0,0.19,0.13,0.06,0.36,0.93,0.09,0.07
javaprofiler.csv,0.55,0.52,0.49,0.67,0.33,0.86,0.44,0.55,0.52,0.37,0.64,0.81,0.52,0.38,0.43,0.69,0.24,1.0
jbasic.csv,0.3,0.33,0.29,0.18,0.2,0.28,0.27,0.36,0.32,0.98,0.08,0.25,0.26,0.13,0.0,0.21,0.11,0.07
jgnash.csv,0.27,0.36,0.27,0.26,0.23,0.69,0.3,0.18,0.88,0.21,0.24,0.25,0.39,0.26,0.25,0.28,0.13,0.13
jrefactory.csv,0.62,0.36,0.98,0.56,0.61,0.83,0.52,0.59,0.48,0.67,0.48,0.31,0.59,0.68,0.5,0.34,0.59,0.51
jsecurity.csv,0.44,0.18,0.27,1.0,0.34,0.33,0.37,0.41,0.32,0.25,0.12,0.19,0.24,0.53,0.36,0.48,0.28,0.33
libopenmetaverse.csv,0.67,0.82,0.76,0.82,0.83,1.0,0.69,0.32,0.64,0.87,0.8,0.81,0.51,0.62,0.68,0.69,0.69,0.87
mobicents.csv,0.55,0.45,0.43,0.46,0.52,0.36,0.98,0.32,0.36,0.44,0.28,0.25,0.65,0.62,0.25,0.45,0.43,0.28
mp-rechnungs-und-kundenverwaltung.csv,0.24,0.3,0.22,0.28,0.31,0.31,0.34,0.05,0.28,0.17,0.16,0.19,0.26,0.89,0.07,0.03,0.2,0.31
openefm.csv,0.41,0.94,0.69,0.56,0.5,0.5,0.51,0.32,0.72,0.33,0.28,0.25,0.79,0.79,0.39,0.34,0.37,0.15
power-architect.csv,0.62,0.7,0.59,0.69,0.78,0.83,0.71,0.18,0.76,0.37,0.84,0.69,0.71,0.81,0.64,0.52,0.98,0.44
sidekar.csv,0.76,0.42,0.51,0.79,0.98,0.75,0.73,0.82,0.8,0.24,0.52,0.38,0.59,0.72,0.5,0.55,0.76,0.4
wheat.csv,0.56,0.48,0.31,0.38,0.52,0.39,0.52,0.5,0.44,0.25,0.4,0.5,0.5,0.36,1.0,0.72,0.52,0.43
yarp0.csv,0.52,0.27,0.53,0.56,0.5,0.42,0.46,0.27,0.32,0.4,0.4,1.0,0.31,0.45,0.29,0.31,0.5,0.41
