,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.51,0.48,0.49,0.41,0.74,0.49,0.49,0.65,0.34,0.57,0.98,0.28,0.51,0.46,0.39,0.21,0.73,0.39
beast-mcmc.csv,0.97,0.52,0.38,0.24,0.43,0.58,0.5,0.45,0.29,0.3,0.43,0.38,0.49,0.39,0.49,0.53,0.6,0.3
cuberok.csv,0.43,0.54,0.51,0.39,0.6,0.57,0.5,1.0,0.37,0.34,0.34,0.46,0.56,0.41,0.43,0.34,0.6,0.4
exist.csv,0.41,0.51,0.54,0.35,0.58,0.17,0.55,0.51,0.27,0.59,0.28,0.32,0.98,0.46,0.17,0.33,0.66,0.17
ingex.csv,0.27,0.1,0.19,0.0,0.16,0.39,0.41,0.07,0.0,0.23,0.0,0.3,0.21,0.09,0.5,0.96,0.17,0.11
javaprofiler.csv,0.44,0.42,0.54,0.27,0.45,0.65,0.51,0.48,0.34,0.45,0.49,0.51,0.57,0.36,0.49,0.53,0.37,0.99
jbasic.csv,0.36,0.4,0.42,0.24,0.32,0.42,0.38,0.39,0.3,0.98,0.14,0.31,0.38,0.18,0.0,0.24,0.19,0.12
jgnash.csv,0.32,0.44,0.37,0.26,0.35,0.6,0.39,0.24,0.94,0.3,0.32,0.2,0.5,0.33,0.3,0.31,0.23,0.23
jrefactory.csv,0.47,0.35,0.99,0.27,0.59,0.71,0.54,0.48,0.25,0.57,0.35,0.29,0.59,0.51,0.5,0.32,0.7,0.62
jsecurity.csv,0.38,0.27,0.38,1.0,0.48,0.39,0.44,0.44,0.15,0.37,0.19,0.26,0.35,0.45,0.43,0.54,0.41,0.47
libopenmetaverse.csv,0.34,0.46,0.68,0.28,0.71,1.0,0.56,0.29,0.21,0.62,0.43,0.45,0.51,0.38,0.6,0.45,0.73,0.78
mobicents.csv,0.37,0.44,0.47,0.26,0.6,0.43,0.99,0.33,0.19,0.54,0.29,0.27,0.64,0.53,0.33,0.39,0.55,0.39
mp-rechnungs-und-kundenverwaltung.csv,0.28,0.4,0.3,0.31,0.46,0.38,0.47,0.07,0.25,0.27,0.21,0.27,0.37,0.92,0.12,0.06,0.34,0.44
openefm.csv,0.35,0.97,0.62,0.33,0.57,0.46,0.56,0.39,0.28,0.42,0.26,0.25,0.74,0.45,0.43,0.42,0.51,0.23
power-architect.csv,0.42,0.43,0.6,0.35,0.73,0.64,0.64,0.23,0.29,0.37,0.53,0.41,0.63,0.49,0.6,0.43,0.99,0.51
sidekar.csv,0.45,0.41,0.5,0.44,0.98,0.65,0.63,0.61,0.3,0.32,0.43,0.34,0.61,0.46,0.52,0.43,0.79,0.48
wheat.csv,0.42,0.35,0.42,0.23,0.56,0.39,0.52,0.41,0.19,0.29,0.31,0.38,0.52,0.34,1.0,0.58,0.65,0.51
yarp0.csv,0.33,0.27,0.57,0.32,0.54,0.47,0.49,0.32,0.15,0.4,0.28,1.0,0.4,0.34,0.36,0.35,0.59,0.53
