,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.5,0.5,0.41,0.57,0.44,0.48,0.46,0.47,0.39,0.53,0.75,0.69,0.56,0.38,0.69,0.83,0.36,0.67
beast-mcmc.csv,0.69,0.5,0.54,0.8,0.67,0.58,0.53,0.41,0.56,0.72,0.51,0.62,0.69,0.52,0.77,0.37,0.45,0.92
cuberok.csv,0.54,0.5,0.4,0.47,0.44,0.46,0.47,0.59,0.6,0.53,0.62,0.44,0.48,0.43,0.52,0.7,0.44,0.62
exist.csv,0.65,0.5,0.5,0.61,0.48,0.9,0.51,0.4,0.57,0.52,0.67,0.89,0.45,0.39,0.88,0.86,0.35,0.88
ingex.csv,0.62,0.88,0.92,0.75,0.9,0.67,0.84,0.86,0.88,0.97,0.92,0.75,0.96,0.95,0.92,0.59,0.83,0.92
javaprofiler.csv,0.54,0.44,0.52,0.55,0.69,0.37,0.56,0.43,0.69,0.47,0.6,0.43,0.5,0.65,0.57,0.37,0.81,0.47
jbasic.csv,0.93,0.68,0.67,0.95,0.94,0.92,0.79,0.58,0.89,0.58,0.67,0.8,0.82,0.95,0.0,0.67,0.89,0.83
jgnash.csv,0.82,0.68,0.64,0.68,0.73,0.45,0.6,0.83,0.95,0.56,0.92,0.62,0.62,0.92,0.67,0.74,0.88,0.92
jrefactory.csv,0.51,0.74,0.56,0.61,0.47,0.43,0.55,0.53,0.63,0.59,0.53,0.67,0.46,0.45,0.46,0.58,0.34,0.67
jsecurity.csv,0.58,0.91,0.7,0.82,0.71,0.65,0.65,0.47,0.55,0.7,0.83,0.86,0.88,0.51,0.53,0.52,0.63,0.78
libopenmetaverse.csv,0.4,0.42,0.5,0.51,0.52,0.53,0.47,0.62,0.54,0.49,0.49,0.45,0.54,0.47,0.43,0.38,0.46,0.43
mobicents.csv,0.47,0.6,0.42,0.65,0.54,0.67,0.52,0.57,0.6,0.49,0.83,0.79,0.46,0.55,0.67,0.5,0.5,0.72
mp-rechnungs-und-kundenverwaltung.csv,0.85,0.88,0.64,0.84,0.78,0.59,0.77,0.8,0.93,0.7,0.85,0.83,0.77,0.7,0.83,0.75,0.91,0.87
openefm.csv,0.61,0.65,0.45,0.65,0.62,0.48,0.58,0.93,0.52,0.55,0.86,0.69,0.43,0.39,0.65,0.84,0.6,0.95
power-architect.csv,0.49,0.45,0.45,0.44,0.48,0.41,0.47,0.92,0.55,0.7,0.55,0.45,0.44,0.42,0.44,0.62,0.42,0.64
sidekar.csv,0.39,0.47,0.46,0.41,0.49,0.4,0.41,0.43,0.38,0.57,0.51,0.58,0.41,0.41,0.42,0.44,0.36,0.54
wheat.csv,0.61,0.59,0.96,0.72,0.72,0.56,0.58,0.56,0.63,0.79,0.62,0.73,0.59,0.75,0.5,0.55,0.59,0.71
yarp0.csv,0.47,0.74,0.65,0.71,0.76,0.64,0.65,0.93,0.68,0.79,0.59,0.62,0.72,0.57,0.76,0.77,0.53,0.64
