,x4x.csv,graphmak.csv,rectracker.csv,pdfedit.csv,wxlua.csv,jruby.csv
graphmak.csv,0.57,0.68,0.32,0.44,0.57,0.6
jruby.csv,0.69,0.68,0.88,0.12,0.15,0.71
pdfedit.csv,0.24,0.48,0.66,0.79,0.39,0.44
rectracker.csv,1.0,0.88,0.88,0.93,0.66,0.99
wxlua.csv,0.45,0.64,0.36,0.7,0.93,0.32
x4x.csv,0.67,0.84,0.25,0.84,0.47,0.92
