,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,1.0,1.0,0.0,0.0,0.98,0.1,0.07,1.0,0.97,1.0,0.0,1.0,0.28,0.0,1.0,1.0,1.0,0.0,0.05,1.0
fbmanager.csv,0.23,0.1,0.25,0.24,0.43,0.27,0.43,0.49,0.43,0.35,0.93,0.52,0.28,0.01,0.39,0.0,0.22,0.37,0.42,0.04
fleet-simulator.csv,0.71,0.34,0.88,0.73,0.8,0.83,0.86,0.6,0.91,0.96,0.93,1.0,0.72,0.87,0.8,0.0,0.76,0.68,0.84,0.57
hannosset.csv,0.23,0.28,0.25,0.12,0.05,0.25,0.14,0.2,0.21,0.2,0.0,0.23,0.11,0.07,0.2,0.0,0.4,0.26,0.37,0.61
hydrate.csv,0.29,0.3,0.5,0.22,0.25,0.56,0.21,0.29,0.18,0.53,1.0,0.59,0.28,0.59,0.45,0.0,0.18,0.42,0.42,0.06
jgossipforum.csv,0.19,0.13,0.12,0.14,0.25,0.48,0.5,0.06,0.21,0.27,0.5,0.42,0.61,0.28,0.14,0.0,0.02,0.32,0.05,0.06
jruby.csv,0.13,0.74,0.25,0.3,0.91,0.28,0.64,0.61,0.88,0.29,0.79,0.19,0.06,0.44,0.2,0.12,0.91,0.42,0.89,0.54
madman.csv,0.16,0.54,0.0,0.51,0.21,0.44,0.21,0.33,0.19,0.22,0.0,0.33,0.11,0.16,0.2,0.25,0.42,0.47,0.0,0.46
mediaportal.csv,0.0,0.05,0.0,0.21,0.01,0.25,0.0,0.02,0.05,0.08,0.14,0.17,0.0,0.28,0.12,0.0,0.05,0.21,0.63,0.02
ninject.csv,0.13,0.36,0.62,0.25,0.63,0.53,0.57,0.33,0.55,0.29,0.21,0.33,0.44,0.45,0.16,1.0,0.13,0.21,0.42,0.35
officefloor.csv,0.03,0.03,0.0,0.27,0.07,0.17,0.36,0.14,0.67,0.22,0.36,0.51,0.22,0.38,0.23,0.0,0.02,0.26,0.21,0.06
ontopia.csv,0.23,0.95,1.0,0.42,0.09,0.72,0.29,0.28,0.17,0.8,0.93,0.74,0.67,0.31,0.26,0.88,0.18,0.05,0.58,0.13
poormans.csv,0.1,0.03,0.62,0.17,0.0,0.2,0.21,0.06,0.09,0.27,0.43,0.16,0.11,0.74,0.19,0.0,0.02,0.16,0.63,0.0
power-architect.csv,1.0,0.87,1.0,0.9,0.28,0.99,0.71,0.52,0.71,0.96,0.21,1.0,0.89,0.94,0.88,1.0,0.4,0.95,1.0,0.37
powerfolder.csv,0.39,0.2,0.0,0.14,0.54,0.51,0.5,0.31,0.09,0.29,0.14,0.57,0.33,0.21,0.2,0.12,0.45,0.53,0.0,0.37
stuproa-cims.csv,0.0,0.13,0.12,0.23,0.16,0.1,0.29,0.11,0.02,0.02,0.36,0.01,0.0,0.25,0.05,0.0,0.56,0.11,0.53,0.5
tart.csv,0.35,0.02,0.25,0.5,0.13,0.21,0.29,0.37,0.13,0.24,0.5,0.49,0.72,0.43,0.62,0.0,0.15,0.32,0.32,0.19
uface.csv,0.65,0.57,1.0,0.92,0.63,0.82,0.5,0.58,0.77,0.71,1.0,0.87,0.89,0.86,0.69,0.0,0.98,0.74,0.74,0.07
wxlua.csv,0.48,0.43,0.5,0.14,0.0,0.56,0.29,0.15,0.16,0.41,0.29,0.65,0.56,0.34,0.65,0.88,0.89,0.21,0.63,0.15
