,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.05,0.12,0.06,0.03,0.05,0.21,0.05,0.32,0.08
arsenal-1.csv,0.8,0.58,0.0,0.84,0.51,0.86,0.73,0.73,0.65
barracudamvc.csv,0.0,0.61,0.9,0.65,0.85,0.79,0.68,0.98,0.95
irplus.csv,0.35,0.48,0.42,0.19,0.23,0.14,0.0,0.34,0.17
lite.csv,0.0,0.12,0.16,0.16,0.09,0.07,0.11,0.0,0.15
mevenide.csv,0.2,0.36,0.1,0.13,0.03,0.21,0.16,0.17,0.0
mumble.csv,0.15,0.39,0.35,0.16,0.0,0.36,0.11,0.24,0.12
ontopia.csv,0.75,0.97,0.94,0.71,0.57,0.07,0.66,0.71,0.58
openintents.csv,0.3,0.0,0.23,0.29,0.14,0.29,0.23,0.29,0.24
