,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.39,0.34,0.56,0.12,0.44
nabu-library.csv,0.53,0.4,0.3,0.31,0.78
pcgen.csv,0.54,0.69,0.27,0.3,0.51
selenium.csv,0.72,0.61,0.28,0.45,0.37
tolven.csv,0.76,0.78,0.0,0.57,1.0
