,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
coot.csv,0.12,0.58,0.39,0.23,0.19,0.29,0.44,0.43,0.1,0.0
haggle.csv,0.0,0.53,0.02,0.34,0.35,0.11,0.2,0.43,0.28,0.54
ibatisdb.csv,0.06,0.44,0.2,0.02,0.0,0.11,0.08,0.27,0.09,0.3
jas.csv,0.03,0.0,0.0,0.02,0.05,0.0,0.0,0.07,0.0,0.05
mesa3d.csv,0.09,0.03,0.17,0.11,0.19,0.13,0.26,0.2,0.01,0.41
ngl.csv,0.09,0.27,0.46,0.61,0.43,0.0,0.4,0.7,0.43,0.46
pustefix.csv,0.56,0.0,0.1,0.02,0.27,0.14,0.33,0.27,0.1,0.0
scenemonitor.csv,0.0,0.71,0.68,0.55,0.57,0.8,0.33,0.83,0.56,0.84
wsmt.csv,0.44,0.4,0.46,0.23,0.36,0.26,0.48,0.03,0.11,0.35
