,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.61,0.58,0.62,0.71,0.24,0.78
bullet.csv,0.47,0.6,0.36,0.78,0.26,0.71
openintents.csv,0.32,0.61,0.39,0.68,0.21,0.77
pokenetonline.csv,0.47,0.57,0.49,0.81,0.2,0.81
tktoolkit.csv,0.41,0.6,0.25,0.68,0.45,0.62
zealos.csv,0.6,0.0,0.17,0.18,0.28,0.25
