,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.39,0.4,0.42,0.51,0.34,0.39,0.28,0.43,0.91,0.48,0.54,0.35,0.18,0.75
customwars.csv,0.47,0.33,0.25,0.44,0.48,0.36,0.26,0.27,0.34,0.3,0.33,0.85,0.32,0.5
firebreath.csv,0.53,0.27,0.29,0.28,0.73,0.12,0.3,0.49,0.68,0.77,0.17,0.31,0.23,0.55
gss.csv,0.79,0.7,0.83,0.89,0.89,0.73,0.42,0.51,0.95,0.98,0.61,0.96,0.7,0.25
irplus.csv,0.31,0.37,0.42,0.39,0.25,0.45,0.31,0.19,0.57,0.34,0.21,0.81,0.25,0.0
kwave.csv,0.75,0.73,0.77,0.72,1.0,0.16,0.31,0.9,0.79,0.73,0.83,0.81,0.43,0.75
liferea.csv,0.57,0.3,0.33,0.52,0.27,0.43,0.26,0.6,0.23,0.34,0.26,0.65,0.32,0.5
plearn.csv,0.35,0.37,0.21,0.41,0.02,0.02,0.2,0.81,0.48,0.39,0.5,0.5,0.27,0.85
psrchive.csv,0.36,0.43,0.17,0.17,0.66,0.18,0.38,0.33,0.35,0.14,0.25,0.5,0.14,0.15
qcad2.csv,0.28,0.5,0.25,0.57,0.8,0.18,0.34,0.35,0.81,0.91,0.42,0.69,0.32,0.85
tzod.csv,0.25,0.07,0.31,0.53,0.3,0.27,0.3,0.14,0.15,0.09,0.22,0.31,0.16,0.0
wxcode.csv,0.23,0.13,0.0,0.13,0.11,0.11,0.12,0.18,0.09,0.11,0.18,0.58,0.25,0.05
xinity.csv,0.81,0.67,0.69,0.57,1.0,0.39,0.72,0.89,0.56,0.25,0.83,0.42,0.75,1.0
xmoto.csv,0.39,0.13,0.29,0.27,0.93,0.05,0.59,0.25,0.4,0.25,0.43,0.54,0.23,0.05
