,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.51,0.29,0.57,0.56,0.82,0.6,0.21,0.13,0.81,0.95,0.91,0.63,0.69,0.87,0.29
cornerstone.csv,0.35,0.18,0.65,0.47,0.8,1.0,0.13,0.05,0.85,0.47,0.93,0.62,0.61,1.0,0.28
esmf.csv,0.29,1.0,0.6,0.5,0.59,0.49,0.11,0.11,0.76,0.31,0.85,0.48,0.45,0.88,0.19
frogatto.csv,0.44,0.27,0.74,0.7,0.86,0.58,0.24,0.18,0.84,0.69,0.92,0.59,1.0,0.65,0.33
gretl.csv,0.33,0.26,0.62,0.44,0.76,0.54,0.1,0.08,0.99,0.28,0.87,0.5,0.56,0.73,0.18
kindb.csv,0.4,0.34,0.76,0.55,0.89,0.64,0.23,0.12,0.92,0.67,0.88,0.55,0.74,1.0,0.28
libtorrent.csv,0.32,0.24,0.61,0.44,0.74,0.52,0.14,0.09,0.87,0.42,0.98,0.58,0.6,0.74,0.24
mia.csv,0.34,0.37,0.53,0.48,0.69,0.61,0.16,1.0,0.0,0.5,0.94,0.48,0.71,0.52,0.5
open-beos.csv,0.37,0.27,0.68,0.99,0.75,0.55,0.11,0.14,0.83,0.4,0.96,0.5,0.62,0.73,0.2
pidgin.csv,0.35,0.29,0.67,0.44,0.99,0.49,0.15,0.12,0.89,0.35,0.86,0.5,0.7,0.82,0.27
quantlib.csv,0.34,0.2,0.58,0.52,0.76,0.52,0.14,0.13,0.79,0.3,0.89,0.53,0.5,0.6,1.0
riff-evolve.csv,0.33,0.26,0.62,0.62,0.88,0.55,0.16,0.08,0.87,0.39,0.94,0.98,0.61,0.92,0.16
tokratan.csv,0.15,0.15,0.79,0.37,0.73,0.5,1.0,0.2,0.73,0.0,0.75,0.67,0.29,0.6,0.06
upp-mirror.csv,0.31,0.19,0.97,0.47,0.59,0.27,0.11,0.19,0.88,0.0,0.84,0.73,0.82,1.0,0.34
wxcrp.csv,1.0,0.35,0.7,0.67,0.94,0.45,0.12,0.12,0.9,0.0,1.0,0.47,0.88,0.9,0.25
