,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.64,0.61,0.35,0.47,0.45,0.41,0.38,0.53,0.36,0.95,0.46,0.49,0.36,0.62,0.46
cornerstone.csv,0.45,0.25,0.55,0.36,0.53,1.0,0.31,0.2,0.52,0.49,0.48,0.29,0.65,0.4,0.33
esmf.csv,0.27,0.95,0.51,0.45,0.31,0.42,0.48,0.63,0.4,0.49,0.49,0.44,0.44,0.25,0.52
frogatto.csv,0.58,0.51,0.56,0.54,0.68,0.59,0.68,0.63,0.58,0.5,0.52,0.48,0.95,0.23,0.46
gretl.csv,0.6,0.66,0.55,0.59,0.65,0.61,0.38,0.49,0.98,0.43,0.61,0.43,0.59,0.61,0.5
kindb.csv,0.61,0.69,0.66,0.56,0.69,0.62,0.73,0.66,0.55,0.12,0.59,0.45,0.72,0.9,0.46
libtorrent.csv,0.59,0.63,0.56,0.61,0.57,0.48,0.6,0.32,0.66,0.65,0.98,0.68,0.67,0.66,0.62
mia.csv,0.36,0.25,0.19,0.09,0.3,0.45,0.6,0.91,0.0,0.29,0.21,0.26,0.17,0.34,0.2
open-beos.csv,0.64,0.54,0.66,0.93,0.54,0.62,0.53,0.68,0.57,0.58,0.6,0.56,0.64,0.64,0.5
pidgin.csv,0.63,0.71,0.64,0.6,0.99,0.52,0.64,0.62,0.6,0.38,0.59,0.53,0.75,0.81,0.64
quantlib.csv,0.63,0.37,0.49,0.21,0.44,0.5,0.62,0.64,0.3,0.38,0.36,0.49,0.48,0.29,0.97
riff-evolve.csv,0.55,0.4,0.54,0.55,0.64,0.56,0.5,0.36,0.57,0.47,0.53,0.96,0.57,0.71,0.29
tokratan.csv,0.16,0.21,0.2,0.22,0.15,0.02,0.77,0.54,0.31,0.0,0.11,0.05,0.07,0.11,0.05
upp-mirror.csv,0.39,0.44,0.97,0.59,0.12,0.07,0.09,0.48,0.19,0.0,0.37,0.15,0.44,0.04,0.54
wxcrp.csv,0.92,0.31,0.4,0.26,0.34,0.46,0.6,0.37,0.38,0.0,0.33,0.52,0.44,0.58,0.1
