,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.4,0.25,0.45,0.0,0.38,0.34,0.39,0.76,0.31,0.36,0.5,0.42,0.18,0.61,0.33
bibletime.csv,0.54,0.25,0.77,0.42,0.81,0.74,0.66,0.77,0.38,0.89,0.0,0.93,0.39,0.11,0.75
boost.csv,0.65,0.79,0.55,0.73,0.0,0.6,0.87,0.81,0.85,0.84,0.71,0.79,0.8,0.83,0.73
doomlegacy.csv,0.57,0.17,0.4,0.38,0.61,0.56,0.21,0.6,0.08,0.79,0.57,0.58,0.64,0.33,0.24
gpac.csv,0.32,0.54,0.02,0.5,0.33,0.45,0.5,0.53,0.62,0.48,0.29,0.3,0.3,0.39,0.15
kftpgrabber.csv,0.23,0.83,0.43,0.64,0.19,0.0,0.53,0.09,0.0,0.28,0.07,0.13,0.02,0.0,0.08
nativeclient.csv,0.38,0.33,0.77,0.55,0.57,0.58,0.58,0.47,0.31,0.65,0.57,0.54,0.36,0.11,0.02
netatalk.csv,0.09,0.08,0.4,0.18,0.12,0.19,0.0,0.17,0.19,0.53,0.0,0.18,0.18,0.17,0.15
open-ms.csv,0.21,0.67,0.02,0.57,0.07,0.05,0.55,0.62,0.5,0.57,0.36,0.0,0.73,0.39,0.5
openmsx.csv,0.72,0.71,0.47,0.64,0.29,0.5,0.66,0.0,0.27,0.83,0.43,0.74,0.5,0.78,0.21
rosegarden.csv,0.0,0.12,0.28,0.57,0.1,0.19,0.11,0.15,0.19,0.38,0.21,0.19,0.32,0.33,0.27
rsyslog.csv,0.4,0.0,0.68,0.45,0.24,0.35,0.45,0.35,0.54,0.63,0.43,0.65,0.45,0.39,0.34
sandiaportals.csv,0.61,0.33,0.6,0.51,0.7,0.58,0.55,0.46,0.46,0.59,0.57,0.53,0.5,0.0,0.32
xmoto.csv,0.47,1.0,0.87,0.89,0.49,0.4,0.68,0.37,0.38,0.7,0.36,0.46,0.0,0.72,0.9
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
