,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.6,0.81,0.47,0.65,0.68,0.56,0.52,0.48,0.74,0.56,0.58,0.58,0.75,0.48,0.78
bibletime.csv,0.45,0.48,0.3,0.4,0.47,0.42,0.42,0.45,0.37,0.35,0.39,0.41,0.53,0.58,0.5
boost.csv,0.49,0.59,0.41,0.47,0.7,0.45,0.47,0.44,0.39,0.4,0.39,0.43,0.49,0.52,0.57
doomlegacy.csv,0.49,0.43,0.49,0.47,0.55,0.45,0.47,0.46,0.4,0.45,0.37,0.46,0.47,0.42,0.59
gpac.csv,0.74,0.74,0.48,0.63,0.87,0.63,0.83,0.59,0.56,0.42,0.53,0.7,0.88,0.78,0.96
kftpgrabber.csv,0.71,0.59,0.8,0.58,0.72,0.55,0.77,0.95,0.92,0.5,0.79,0.98,0.89,0.5,0.97
nativeclient.csv,0.49,0.54,0.36,0.37,0.47,0.41,0.39,0.49,0.48,0.42,0.35,0.46,0.37,0.6,0.56
netatalk.csv,0.68,0.5,0.42,0.71,0.66,0.5,0.69,0.69,0.57,0.33,0.57,0.69,0.52,0.5,0.58
open-ms.csv,0.99,0.68,0.67,0.66,0.97,0.9,0.59,0.63,0.57,0.54,0.84,0.9,0.62,0.94,0.8
openmsx.csv,0.48,0.79,0.47,0.63,0.85,0.53,0.5,0.72,0.65,0.43,0.53,0.46,0.55,0.48,0.81
rosegarden.csv,0.67,0.65,0.72,0.52,0.83,0.5,0.86,0.95,0.45,0.4,0.54,0.72,0.57,0.68,0.82
rsyslog.csv,0.47,0.58,0.33,0.39,0.5,0.4,0.41,0.63,0.33,0.31,0.4,0.42,0.42,0.41,0.48
sandiaportals.csv,0.49,0.55,0.43,0.48,0.51,0.47,0.52,0.59,0.62,0.57,0.4,0.55,0.5,0.43,0.6
xmoto.csv,0.47,0.53,0.35,0.38,0.44,0.42,0.43,0.6,0.4,0.43,0.38,0.5,0.54,0.45,0.51
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
