,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.99,0.2,0.68,0.68,0.62,0.38,0.31,0.68,1.0
massiv.csv,0.01,0.07,0.11,0.03,0.0,0.0,0.0,0.0,0.0
mesa3d.csv,0.52,0.21,0.58,0.53,0.62,0.48,0.56,0.28,0.3
ngl.csv,0.45,0.52,0.85,0.85,0.69,0.29,0.5,0.23,0.5
nutz.csv,0.18,0.77,0.94,0.87,1.0,0.7,0.79,0.95,0.6
ossim.csv,0.05,0.19,0.26,0.23,0.0,0.28,0.26,0.27,0.4
qmmp.csv,0.39,0.41,0.44,0.51,0.69,0.32,0.19,0.74,0.7
rcp-company-uibindings.csv,0.23,0.25,0.5,0.49,0.38,0.41,0.29,0.13,0.0
v8.csv,0.36,0.41,0.35,0.54,0.08,0.64,0.53,1.0,0.1
