,f1,g,recall,precision,pf,wins
badtrinitycore.csv,0.35,0.35,0.32,0.37,0.23,2
beast-mcmc.csv,0.62,0.57,0.77,0.52,0.7,14
bscwweasel.csv,0.28,0.45,0.47,0.48,0.38,8
codeblocks.csv,0.43,0.52,0.6,0.53,0.42,11
gamestone.csv,0.1,0.11,0.09,0.36,0.15,0
iaml.csv,0.31,0.3,0.29,0.52,0.25,3
jbasic.csv,0.63,0.45,0.86,0.5,0.7,13
modplug.csv,0.55,0.41,0.92,0.45,0.86,9
pdfedit.csv,0.49,0.48,0.47,0.51,0.38,10
redshell.csv,0.48,0.45,0.56,0.38,0.59,5
sabbu.csv,0.56,0.55,0.53,0.59,0.4,16
silvertree.csv,0.59,0.59,0.76,0.55,0.69,15
t-2.csv,0.45,0.45,0.56,0.44,0.62,7
xinity.csv,0.46,0.37,0.53,0.46,0.54,6
xreal.csv,0.27,0.22,0.2,0.51,0.23,1
zabbix.csv,0.52,0.48,0.45,0.59,0.36,12
zengine.csv,0.61,0.13,0.98,0.48,0.97,4
