,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.13,0.27,0.15,0.13,0.28,0.23,0.18,0.62,0.0,0.05,0.16,0.63,0.15,0.32,0.76,0.25,0.31
beast-mcmc.csv,0.09,0.75,0.21,0.7,0.84,0.56,0.29,0.75,0.0,0.39,0.28,0.77,0.75,0.69,0.99,0.71,0.81
bscwweasel.csv,0.0,0.75,0.13,0.25,0.63,0.0,0.62,0.38,0.08,0.09,0.56,0.29,0.66,0.39,0.14,0.42,0.5
codeblocks.csv,0.69,0.58,0.09,0.31,0.6,0.49,0.36,0.62,0.42,0.11,0.13,0.89,0.29,0.67,0.94,0.29,0.42
gamestone.csv,0.02,0.15,0.27,0.28,0.3,0.05,0.09,0.38,0.0,0.17,0.52,0.06,0.1,0.06,0.02,0.17,0.35
iaml.csv,0.13,0.19,0.44,0.13,0.16,0.1,0.53,0.25,0.42,0.67,0.31,0.06,0.31,0.17,0.05,0.67,0.65
jbasic.csv,0.8,0.44,0.7,0.54,0.6,0.1,0.6,1.0,0.92,0.38,0.56,0.77,0.97,0.88,0.68,0.83,0.88
modplug.csv,0.89,0.85,0.82,0.86,0.84,0.67,0.97,0.88,1.0,0.85,0.98,0.94,0.83,0.99,0.98,0.21,0.85
pdfedit.csv,0.67,0.12,0.44,0.18,0.33,0.49,0.14,0.5,0.08,0.83,0.38,0.71,0.26,0.5,0.26,0.29,0.46
redshell.csv,0.85,0.58,0.53,0.68,0.42,0.92,0.69,0.38,0.0,0.3,0.59,0.66,0.72,0.42,0.91,0.88,0.5
sabbu.csv,0.28,0.06,0.47,0.3,0.47,0.26,0.22,0.5,0.0,0.64,0.5,0.57,0.4,0.28,0.23,0.5,0.69
silvertree.csv,0.2,0.63,0.66,0.7,0.67,0.41,0.78,0.75,0.42,0.76,0.58,0.23,0.88,0.69,0.91,0.75,0.85
t-2.csv,0.87,0.81,0.51,0.56,0.74,0.77,0.43,0.62,0.92,0.15,0.39,0.71,0.16,0.51,0.71,0.92,0.42
xinity.csv,0.87,0.54,0.68,0.23,0.4,0.79,0.75,0.5,0.42,0.79,0.3,0.51,0.97,0.41,0.55,0.67,0.46
xreal.csv,0.07,0.21,0.42,0.23,0.26,0.21,0.35,0.12,0.42,0.77,0.35,0.17,0.15,0.02,0.08,0.67,0.42
zabbix.csv,0.17,0.19,0.36,0.49,0.44,0.33,0.09,0.5,0.0,0.53,0.4,0.46,0.25,0.32,0.12,0.5,0.81
zengine.csv,0.69,0.92,0.94,0.97,0.98,0.97,0.98,1.0,0.0,1.0,0.77,1.0,0.98,0.96,0.85,1.0,0.96
